Gene Name,Value 1
PA5312,0.954996
PA5313,0.858105
PA5314,2.17939
rpmG,45.818
rpmB,9.02037
PA5316.1,0
PA5317,0.308801
PA5318,0
PA0539,0
radC,0.356376
coaC,1.06079
dut,2.06554
algC,2.17088
argB,5.44347
PA5324,0
PA5325,0.751943
PA5326,0
PA5327,0.218221
PA5328,0
PA0540,3.15261
PA5329,0.856559
PA5330,0.800781
pyrE,1.07321
crc,21.8131
PA5333,0
rph,1.72614
PA5335,0.261072
gmk,0
rpoZ,0
spoT,18.1184
PA0541,1.82917
PA5339,14.8957
PA5340,3.07444
PA5341,0
PA5342,0.286625
PA5343,0
oxyR,2.89151
recG,0.457588
PA5346,2.70934
PA5347,1.55357
PA5348,5.4367
PA0542,65.1469
PA5349,0.595496
rubA2,0
rubA1,13.3618
PA5352,2.91638
glcF,0
glcE,0
glcD,0.760547
glcC,0.616339
PA5357,0.919047
ubiA,0
PA0543,0
PA5359,2.11467
phoB,0.645611
phoR,0.286778
PA5362,0.623459
PA5363,19.1808
PA5364,2.44308
phoU,8.64512
pstB,7.15319
pstA,0.220823
pstC,0.781874
PA0544,0.441128
pstS,0.768441
PA5369.1,0
PA5369.2,0
PA5369.3,0
PA5369.4,0
PA5369.5,0
PA5370,0.477271
PA5371,0.740093
betA,1.13465
betB,1.99626
PA0054,0
PA0545,3.32409
betI,1.81362
betT1,0.183108
PA5376,2.28554
PA5377,0.270251
PA5378,4.17942
sdaB,0.485558
gbdR,0.270864
PA5381,0
PA5382,0
PA5383,0.484327
metK,2.27935
PA5384,0
cdhB,0
cdhA,0
cdhC,0
PA5388,0
cdhR,0
PA5390,0
PA5391,0
PA5392,0
PA5393,0
PA0547,0
cls,0.19408
PA5395,0
PA5396,0.93951
PA5397,0.701208
dgcA,0.582237
dgcB,0
PA5400,0.551614
PA5401,0
PA5402,4.41674
PA5403,0
tktA,4.0465
PA5404,0
PA5405,3.25009
PA5406,0
PA5407,0
PA5408,0
PA5409,1.77537
gbcA,0.297599
gbcB,0.912437
PA5412,0.186124
ltaA,0.499264
PA0549,0
PA5414,0.380606
glyA1,0
soxB,0.168691
soxD,0
soxA,0
soxG,0
purU2,0.486361
fdhA,0.323779
PA5422,1.63224
PA5423,0.470656
PA0550,0.533347
PA5424,0
purK,0
purE,0
adhA,16.3046
PA5428,0.904959
aspA,1.78139
PA5430,0.72617
PA5431,0
PA5432,0
PA5433,0.665052
epd,0
mtr,0
PA5435,13.9718
PA5436,7.08683
PA5437,0.33037
PA5440a,0
PA5438,2.78324
PA5439,0.982575
PA5440,0.711031
PA5441,1.02213
PA5442,0.0683642
pgk,1.02784
uvrD,1.84321
PA5444,0
PA5445,1.83805
PA5446,0
wbpZ,0.942833
wbpY,0.34829
wbpX,1.35171
wzt,0.627968
wzm,0.691085
wbpW,1.92625
PA0553,0
gmd,0.994904
rmd,4.74939
PA5455,0.722709
PA5456,0.4556
PA5457,0.364709
PA5458,0.342882
PA5459,2.15645
PA5460,12.2672
PA5461,0
PA5462,0
PA0554,0.982115
PA5463,0
PA5464,0.660038
PA5465,0
PA5466,0
PA5467,0
PA5468,0.160754
PA5469,0.303605
PA5470,0.972158
PA5471,0.260797
PA5472,1.60479
PA0055,1.50162
fda,12.0698
PA5473,1.03883
PA5474,0.151637
PA5475,6.21616
citA,0
PA5477,1.38188
PA5478,0.859967
gltP,2.19646
PA5481,0
PA5482,0
algB,0.651399
PA0556,0
PA5484,0.269405
ampDh2,2.24038
PA5486,0
PA5487,0.732514
PA5488,3.25332
dsbA,25.1706
cc4,5.75277
PA5491,0
PA5492,1.07911
polA,1.34758
PA0557,0
PA5494,33.432
thrB,1.91422
nrdJb,2.31237
nrdJa,8.16542
PA5498,0
np20,0.757505
znuC,0.523237
znuB,0
PA5502,0.29207
PA5503,0
PA0558,0
PA5504,0.354324
PA5505,11.407
PA5506,1.38087
PA5507,5.81371
PA5508,0.504435
PA5509,1.52267
PA5510,0.643
mifR,0.59477
mifS,0.57497
poxA,1.34008
PA0559,0
PA5514,0.408992
PA5515,1.02026
pdxY,0.999956
PA5517,2.28405
PA5518,0.546578
PA5519,8.36132
PA5520,0
PA5521,1.30558
PA5522,0.820664
PA5523,0.52239
PA0560,2.16934
PA5524,3.80646
PA5525,2.10632
PA5526,0
PA5527,3.29172
PA5528,3.10295
PA5529,1.7035
PA5530,2.7018
tonB1,4.00314
PA5533,1.69927
PA0561,1.59201
PA5534,0
PA5535,0
PA5536,0
PA5537,0
amiA,0
PA5539,0.709445
PA5540,0
pyrQ,0
PA5542,0.950345
PA5543,0
PA0562,0.356376
PA5544,0.56892
PA5545,0.780013
PA5546,3.19921
PA5547,1.69397
PA5548,0.840183
glmS,0
glmR,0
PA5551,1.51532
glmU,4.81819
atpC,1.96943
PA0563,74.2912
atpD,29.3639
atpG,5.07932
atpA,96.9071
atpH,37.3157
atpF,28.6385
atpE,12.8017
atpB,3.06245
atpI,9.623
spoOJ,3.24465
soj,7.99135
PA0564,0
gidB,2.17185
gidA,0.832114
PA5566,0
PA5567,0.27811
PA5568,11.6293
rnpA,2.52011
rpmH,0
PA0056,0
PA0565,0
PA0566,0
PA0567,0
PA0568,0
PA0569,0.586667
PA0570,0
PA0571,0
PA0572,0.264843
PA0573,1.01334
PA0574,1.99747
PA0057,0
PA0574.1,0
PA0575,0.122356
rpoD,23.8147
dnaG,4.13693
PA0578,1.80355
rpsU,2.52367
gcp,0.602514
PA0581,0.633082
folB,0
PA0583,0.678755
PA0058,0
cca,0
PA0585,0
PA0586,2.16357
PA0587,11.7087
PA0588,10.959
PA0589,0
apaH,2.29529
PA0591,0
ksgA,1.44887
pdxA,0
PA0007,0.238105
osmC,2.41395
surA,10.254
ostA,29.5884
PA0596,0.214608
PA0597,0
PA0598,0.919899
PA0599,0
PA0600,0.196147
PA0601,0
PA0602,0
PA0603,0.817799
PA0060,15.3526
PA0604,0.288494
PA0605,0.478424
PA0606,0
rpe,0.356376
PA0608,0.390048
trpE,2.61835
prtN,0
prtR,3.70215
ptrB,0
PA0613,5.30255
PA0061,0
PA0614,0
PA0615,2.00291
PA0616,2.24906
PA0617,0
PA0618,0.604993
PA0619,0.695459
PA0620,1.64866
PA0621,28.2689
PA0622,1.31724
PA0623,1.54232
PA0062,0
PA0624,0
PA0625,1.35936
PA0626,0
PA0627,0
PA0628,5.59794
PA0629,0
PA0630,0
PA0631,1.69008
PA0633,2.10199
PA0634,34.3645
PA0063,0
PA0635,0
PA0636,1.93505
PA0637,0
PA0638,0.68498
PA0639,4.48343
PA0640,6.39841
PA0641,1.09606
PA0643,0.833773
PA0644,1.49022
PA0645,40.8692
PA0064,0.310858
PA0646,7.744
PA0647,16.4694
PA0648,2.15404
trpG,3.93867
trpD,12.1456
trpC,1.65461
vfr,25.6241
PA0653,0
speD,22.1553
PA0655,10.1762
PA0065,1.35457
PA0656,0
PA0657,2.39282
PA0658,0.401198
PA0659,5.36316
PA0660,0.227299
PA0661,1.33764
argC,0.502709
PA0663,0
PA0664,0.691005
PA0665,0
PA0066,0.678755
PA0666,0.361992
PA0667,15.4827
tyrZ,12.4244
PA0668.1,0
PA0668.2,0
PA0668.3,0
PA0668.4,0
PA0668.5,2303.14
PA0669,0
PA0670,0
prlC,2.92132
PA0671,0
hemO,0
PA0673,0
vreA,0
vreI,0
vreR,0
PA0677,0
PA0678,0
PA0679,0
PA0680,0
PA0068,4.55746
PA0681,0
PA0682,0
PA0683,0
PA0684,0
PA0685,0
PA0686,0
PA0687,0
PA0688,0
PA0689,0
PA0690,0
glyS,0.499569
PA0069,0.489206
PA0691,0
PA0692,0
exbB2,0
exbD2,0
PA0695,0
PA0696,0
PA0697,0
PA0698,0
PA0699,0
PA0700,0
PA0070,18.9401
PA0701,0
PA0701a,0
PA0702,0
PA0703,0
PA0704,0
migA,0
cat,0
toxR,0
PA0708,8.558
PA0709,5.69756
PA0071,4.85379
gloA2,74.0407
PA0711,3.03033
PA0712,18.3569
PA0713,29.7672
PA0714,4.17672
phrD,0
PA0715,51.7968
PA0716,82.3112
PA0718,0
PA0719,0
PA0072,0
PA0720,0.951939
PA0721,0
PA0722,262.557
coaB,0
PA0724,0.304997
PA0725,0.911623
PA0726,1.68399
PA0727,0.459251
PA0728,0
PA0729,6.5937
PA0073,0
PA0729.1,0
PA0730,5.97369
PA0731,1.48198
PA0732,0
PA0733,0.344407
PA0734,1.50362
PA0735,0
PA0736,0.278938
PA0736a,0
PA0737,0
ppkA,0.348661
PA0738,0
PA0739,0
sdsA1,0
PA0741,0
PA0742,0
PA0743,0
PA0744,0.270864
PA0745,0.905951
PA0746,0.590079
PA0747,0.626387
pppA,0.600005
PA0749,0.513504
ung,0
PA0751,0
PA0752,0.187595
PA0753,0
PA0754,0
opdH,0.227046
PA0756,0
PA0757,0
PA0076,0
PA0758,8.55784
PA0759,0.979582
PA0760,0
nadB,1.4029
algU,60.5411
mucA,31.219
mucB,1.08831
mucC,2.06554
mucD,2.53146
lepA,20.9233
icmF1,4.26822
lepB,1.37297
PA0769,3.25316
rnc,0
era,7.99317
recO,0.338718
pdxJ,0.312873
PA0774,0
PA0775,0
PA0776,0
PA0777,0.309722
PA0078,0.437066
icp,0
PA0779,16.2477
pruR,0
PA0781,0.133478
putA,1.31334
putP,1.11009
PA0784,0.332983
azoR1,0.716831
PA0786,1.78776
PA0787,0.335587
glyQ,0.75486
PA0079,0.503131
PA0788,0.430978
PA0788a,0
PA0789,4.59349
PA0790,1.31675
PA0791,0
prpD,0.192308
PA0793,0.327621
PA0794,0
prpC,0.538356
prpB,0.249425
PA0080,0.856559
PA0797,0
pmtA,0
PA0799,0.138757
PA0800,0
PA0801,0
PA0802,0
PA0803,0
PA0804,0.277569
PA0805,17.3722
PA0806,0
fha1,1.30661
ampDh3,0.423385
PA0808,0.831511
PA0809,0
PA0810,0
PA0811,0.478424
PA0812,0
PA0813,0
PA0814,0
PA0815,0
PA0816,0.253538
PA0082,1.09895
PA0817,0
PA0818,0
PA0819,1.29795
PA0820,25.8366
PA0821,2.96056
PA0823,0
PA0824,0
PA0825,0
PA0826,2.17988
ssrA,98831
PA0083,39.7345
PA0827,0.511292
PA0828,0
PA0829,0
PA0830,0
oruR,0
PA0832,0.712213
PA0833,8.50343
PA0834,2.4419
pta,1.2387
ackA,1.19577
PA0084,24.7043
PA0836.1,0
slyD,3.28103
PA0838,3.82582
PA0839,0
PA0840,0.268275
PA0841,0
PA0842,0
plcR,0.953129
plcH,0
PA0845,0.572612
hcp1,6.24178
PA0846,0.75954
PA0847,0.124041
PA0848,0.782753
trxB2,0.324015
PA0850,0
PA0851,0
cbpD,0.364368
PA0853,0.953129
fumC2,0.50458
PA0855,1.21354
PA0086,0.642335
PA0856,5.4409
bolA,23.3893
PA0858,1.34138
PA0859,0
PA0860,0.205226
PA0861,1.78625
PA0862,2.96504
PA0863,0
PA0864,0
hpd,4.21738
PA0087,0.522357
aroP2,0.266691
mliC,5.57011
PA0868,0
pbpG,2.18426
phhC,2.7602
phhB,3.64649
phhA,3.88662
phhR,0.873594
PA0874,0
PA0875,0.861091
PA0088,0.366313
PA0876,0.431272
PA0877,0
PA0878,0
PA0879,0.183818
PA0880,0
PA0881,0
PA0882,0
PA0883,0
PA0884,0
PA0885,0.540039
tag,0.467096
PA0089,2.89407
PA0886,0.526258
acsA,2.93319
PA0887.1,0
aotJ,13.3173
aotQ,0.645611
aotM,0
PA0891,0
aotP,1.45826
argR,2.18368
PA0894,0
clpV1,1.41383
aruC,7.81549
aruF,6.61502
aruG,4.43474
aruD,1.10615
aruB,3.23255
PA0900,17.2824
aruE,0.219198
PA0902,0.400023
alaS,1.17346
lysC,4.10702
vgrG1,3.92448
rsmA,3626.1
PA0905.1,0
PA0905.2,0
PA0905.3,0
PA0906,5.15491
PA0907,0.934521
PA0908,0
PA0909,0
PA0910,0
PA0911,0.621936
PA0092,0
PA0912,2.6109
mgtE,2.03365
PA0914,0
PA0915,0
PA0916,2.13074
kup,0.397005
PA0918,11.9723
PA0919,0.554546
PA0920,0.278307
PA0921,0
PA0093,1.23461
PA0922,2.27855
PA0922.1,0
dinB,0.781693
PA0924,0.391595
PA0925,0
PA0926,0
ldhA,1.12339
gacS,0.334633
PA0929,1.07037
PA0930,0
PA0094,0
pirA,0.250477
cysM,1.99502
ygcA,0
relA,6.43044
PA0935,2.68293
lpxO2,0.67069
PA0937,30.9879
PA0938,3.29556
PA0939,0
PA0940,0
PA0095,8.16707
PA0941,0
PA0942,0.647615
PA0943,5.65258
purN,10.6866
purM,1.64396
PA0946,0.209491
PA0947,19.4104
PA0948,0
wrbA,0.788324
PA0950,0
PA0096,0.901774
PA0951,0.312773
PA0951a,0
PA0952,1.97834
PA0953,0
PA0954,0
PA0955,7.61117
proS,2.81712
PA0957,0
oprD,27.184
PA0959,0.550601
PA0097,0
PA0960,6.99884
PA0961,1.1383
PA0962,142.736
aspS,5.84035
pmpR,12.3199
ruvC,5.5436
ruvA,1.8141
ruvB,1.62758
PA0968,12.6958
tolQ,0
PA0098,0
tolR,4.08944
tolA,11.5593
tolB,2.30328
oprL,27.0243
PA0974,1.17392
PA0975,1.9674
PA0976,0.356376
PA0976.1,0
PA0978,0.384703
PA0979,0
