key,KN1_R2
BSU39970,729.2
BSU39980,892.2
BSU39990,234.7
BSU40000,493.5
BSU40010,248
BSU40021,204.6
BSU40022,488.1
BSU40030,133.4
BSU40040,268.1
BSU40050,1172.8
BSU40060,6445.8
BSU40070,5267
BSU40080,9232.7
BSU40090,45198.3
BSU40100,170786.4
BSU40110,310.2
BSU40120,101.6
BSU40130,336.9
BSU40139,167.4
BSU40140,63.4
BSU40150,33
BSU40160,25.5
BSU40170,0
BSU40180,0
BSU40190,1848.8
BSU40200,146.2
BSU40210,88.3
BSU40220,131.5
BSU40230,879.3
BSU40239,118.1
BSU40240,370.8
BSU40250,471.2
BSU40259,0
BSU40260,140.6
BSU40270,27.5
BSU40280,18.7
BSU40290,266.4
BSU40300,601.2
BSU40310,1205.2
BSU40320,69257.9
BSU40330,20398.7
BSU40340,3585.8
BSU40350,5305.2
BSU40359,273.6
BSU40360,5739.8
BSU40370,7269.9
BSU40380,3328.1
BSU40390,2790.2
BSU40400,2736.5
BSU40410,7315.2
BSU40420,125647
BSU40430,114.5
BSU40440,41809.8
BSU40450,24.4
BSU40460,30.9
BSU40470,2542.3
BSU40480,11667.6
BSU40490,1823.3
BSU40500,8275.5
BSU40510,10674.7
BSU40520,3110.5
BSU40529,52.9
BSU40530,11.1
BSU40540,288.1
BSU40550,7077.8
BSU40560,198.2
BSU40570,87.4
BSU40573,0
BSU40574,0
BSU40578,114.3
BSU40579,56.8
BSU40580,458.6
BSU40590,15.3
BSU40600,15.6
BSU40610,36.7
BSU40620,59.9
BSU40630,221.9
BSU40640,159.8
BSU40650,389.5
BSU40660,2392.4
BSU40670,362.3
BSU40680,432.7
BSU40690,412.7
BSU40700,772.4
BSU40710,163.6
BSU40720,2695.1
BSU40730,958.4
BSU40740,45.4
BSU40750,646.7
BSU40760,351.8
BSU40770,773.8
BSU40790,645.4
BSU40800,0
BSU40810,35.6
BSU40820,1481.2
BSU40830,740.3
BSU40840,513.2
BSU40850,464.8
BSU40860,124.1
BSU40870,85
BSU40880,277.7
BSU40890,90069.3
BSU40900,82948.8
BSU40910,79367.2
BSU40920,7723.7
BSU40930,4336.6
BSU40939,1117.1
BSU40940,72.1
BSU40950,0
BSU40960,5830
BSU40970,3609.1
BSU40980,20.1
BSU40990,19429.8
BSU41000,14750.4
BSU41010,28405.7
BSU41020,10392.6
BSU41030,13764
BSU41040,5256.4
BSU41050,8727.4
BSU41060,62080
BSU_misc_RNA_1,559255.2
BSU_misc_RNA_10,78658.5
BSU_misc_RNA_11,1166891.7
BSU_misc_RNA_12,201139.5
BSU_misc_RNA_13,135890.8
BSU_misc_RNA_14,61515.8
BSU_misc_RNA_15,655613.7
BSU_misc_RNA_16,8757.4
BSU_misc_RNA_17,179285.6
BSU_misc_RNA_18,3721349.8
BSU_misc_RNA_19,78966.5
BSU_misc_RNA_2,264476559.5
BSU_misc_RNA_20,976762.9
BSU_misc_RNA_21,564873.4
BSU_misc_RNA_22,2824.7
BSU_misc_RNA_23,1792.3
BSU_misc_RNA_24,99355.2
BSU_misc_RNA_25,187277.5
BSU_misc_RNA_26,39586.5
BSU_misc_RNA_27,659.8
BSU_misc_RNA_28,486.2
BSU_misc_RNA_29,4945.4
BSU_misc_RNA_3,23068.3
BSU_misc_RNA_30,51936.7
BSU_misc_RNA_31,52930.6
BSU_misc_RNA_32,183808.1
BSU_misc_RNA_34,332504.5
BSU_misc_RNA_35,4410464.4
BSU_misc_RNA_36,1781433.3
BSU_misc_RNA_37,218088.4
BSU_misc_RNA_38,447602.9
BSU_misc_RNA_39,55367.3
BSU_misc_RNA_4,2156.3
BSU_misc_RNA_40,30407.8
BSU_misc_RNA_41,373544
BSU_misc_RNA_42,295955.4
BSU_misc_RNA_43,243219.4
BSU_misc_RNA_44,301923.6
BSU_misc_RNA_45,459981.2
BSU_misc_RNA_46,162705.7
BSU_misc_RNA_47,56277.1
BSU_misc_RNA_48,65675.7
BSU_misc_RNA_49,487120.5
BSU_misc_RNA_5,31490.3
BSU_misc_RNA_50,5245.9
BSU_misc_RNA_51,78094.2
BSU_misc_RNA_52,5363
BSU_misc_RNA_53,882718.5
BSU_misc_RNA_54,719840.7
BSU_misc_RNA_55,30563800.8
BSU_misc_RNA_56,105664.6
BSU_misc_RNA_57,681.9
BSU_misc_RNA_58,1336
BSU_misc_RNA_59,9993.7
BSU_misc_RNA_6,42056.5
BSU_misc_RNA_60,8971.9
BSU_misc_RNA_61,118611.4
BSU_misc_RNA_62,187992.5
BSU_misc_RNA_63,22042.7
BSU_misc_RNA_7,25043
BSU_misc_RNA_8,2176.2
BSU_misc_RNA_9,21707.3
BSU_rRNA_1,856.9
BSU_rRNA_10,1069.5
BSU_rRNA_11,269.7
BSU_rRNA_12,1173.5
BSU_rRNA_13,282.3
BSU_rRNA_14,1002.4
BSU_rRNA_15,1037.5
BSU_rRNA_16,545.5
BSU_rRNA_17,928.5
BSU_rRNA_18,3350.8
BSU_rRNA_19,3585.6
BSU_rRNA_2,1112.2
BSU_rRNA_20,4899.2
BSU_rRNA_21,2931
BSU_rRNA_22,940.5
BSU_rRNA_23,584.5
BSU_rRNA_24,231.5
BSU_rRNA_25,706.1
BSU_rRNA_26,672.9
BSU_rRNA_27,1066.5
BSU_rRNA_28,185.4
BSU_rRNA_29,1061.7
BSU_rRNA_3,478.7
BSU_rRNA_30,978.7
BSU_rRNA_4,619.1
BSU_rRNA_5,879.2
BSU_rRNA_6,844.5
BSU_rRNA_7,1012.3
BSU_rRNA_8,625.2
BSU_rRNA_9,696
BSU_tRNA_1,457715.5
BSU_tRNA_10,1875483.4
BSU_tRNA_11,27923
BSU_tRNA_12,57545301.6
BSU_tRNA_13,467646.3
BSU_tRNA_14,93127.5
BSU_tRNA_15,116327.6
BSU_tRNA_16,5373146.1
BSU_tRNA_17,186525.3
BSU_tRNA_18,155099.2
BSU_tRNA_19,126915.6
BSU_tRNA_2,10324959.7
BSU_tRNA_20,984319.8
BSU_tRNA_21,1132039.7
BSU_tRNA_22,1286955.5
BSU_tRNA_23,438513.3
BSU_tRNA_24,1219548.7
BSU_tRNA_25,9629311.6
BSU_tRNA_26,113580.2
BSU_tRNA_27,105468.6
BSU_tRNA_28,941501.9
BSU_tRNA_29,1838627
BSU_tRNA_3,38900
BSU_tRNA_30,7105213.4
BSU_tRNA_31,35925.1
BSU_tRNA_32,56996218.7
BSU_tRNA_33,1674493.4
BSU_tRNA_34,1413481.5
BSU_tRNA_35,329807.3
BSU_tRNA_36,172774.2
BSU_tRNA_37,402065.4
BSU_tRNA_38,892063.1
BSU_tRNA_39,431166.9
BSU_tRNA_4,95429.7
BSU_tRNA_40,268185.2
BSU_tRNA_41,5637767.6
BSU_tRNA_42,490784.1
BSU_tRNA_43,370308.2
BSU_tRNA_44,253456.6
BSU_tRNA_45,1230076.9
BSU_tRNA_46,698003
BSU_tRNA_47,155209.1
BSU_tRNA_48,1477171.1
BSU_tRNA_49,75709.5
BSU_tRNA_5,1238029.8
BSU_tRNA_50,119628.1
BSU_tRNA_51,192436.6
BSU_tRNA_52,164252931.5
BSU_tRNA_53,194316.6
BSU_tRNA_54,131664.9
BSU_tRNA_55,352097.9
BSU_tRNA_56,15975515.7
BSU_tRNA_57,213268.7
BSU_tRNA_58,372063.7
BSU_tRNA_59,348273.2
BSU_tRNA_6,365437.3
BSU_tRNA_60,474309.6
BSU_tRNA_61,2317798.3
BSU_tRNA_62,430192.3
BSU_tRNA_63,4893621.6
BSU_tRNA_64,2277760.4
BSU_tRNA_65,2960440.8
BSU_tRNA_66,269712.7
BSU_tRNA_67,371447.1
BSU_tRNA_68,1587225
BSU_tRNA_69,1833788.6
BSU_tRNA_7,9560030.1
BSU_tRNA_70,1628059.7
BSU_tRNA_71,665020.1
BSU_tRNA_72,190411.2
BSU_tRNA_73,188941.9
BSU_tRNA_74,75139.3
BSU_tRNA_75,1644788.6
BSU_tRNA_76,481680.8
BSU_tRNA_77,389963.2
BSU_tRNA_78,62892208
BSU_tRNA_79,170941.8
BSU_tRNA_8,1237079.4
BSU_tRNA_80,1534984.6
BSU_tRNA_81,384061
BSU_tRNA_82,1509841.6
BSU_tRNA_83,949970.2
BSU_tRNA_84,3050998.4
BSU_tRNA_85,42287.7
BSU_tRNA_86,2249532.6
BSU_tRNA_9,359939
