Gene	T389pH67_1	T401pH67_2	T455pH67_3	T642pH61_1	T665pH61_2	T672pH61_3	T652pH565_1	T671pH565_2	T699pH565_3	T723pH565_4
Fisuc_1541	232.7274	172.1107	307.3575	409.6592	401.1469	376.8333	302.3597	322.4408	398.2637	374.7747
Fisuc_1542	411.4518	394.6900	627.4158	633.7269	661.2311	618.8363	933.3257	952.3786	1102.8009	875.5675
Fisuc_1543	14.1437	15.5288	10.1606	27.1597	16.1634	17.2859	22.5720	48.8547	58.9820	27.6396
Fisuc_1544	23.1442	24.5872	25.4014	15.8432	13.2246	6.9144	23.0969	42.5323	51.9474	19.2072
Fisuc_1545	46.2883	34.9398	35.5620	2.2633	7.3470	8.6430	21.5221	32.1866	63.8521	20.1441
Fisuc_1546	30.8589	23.2932	29.2117	9.0532	16.1634	6.9144	15.7479	22.4157	37.3372	13.5856
Fisuc_1547	6.4289	12.9407	7.6204	4.5266	2.9388	3.4572	15.2230	27.0138	23.2681	7.0270
Fisuc_1548	2.5716	5.1763	7.6204	0.0000	4.4082	0.0000	9.4487	19.5419	27.5971	8.4324
Fisuc_1549	19.2868	16.8229	29.2117	4.5266	2.9388	3.4572	16.7978	51.1537	65.4754	27.6396
Fisuc_1551	42.4310	38.8220	36.8321	6.7899	16.1634	19.0145	56.1675	90.8122	122.2929	60.4324
Fisuc_1552	18.0010	33.6457	21.5912	15.8432	14.6940	10.3716	19.9473	27.5885	30.3027	18.7387
Fisuc_1554	14.1437	3.8822	16.5109	22.6331	16.1634	13.8287	30.9709	30.4623	41.1251	23.8919
Fisuc_1555	132.4361	86.7024	175.2700	129.0087	73.4701	84.7011	416.2695	455.2105	630.4039	271.2432
Fisuc_1556	375.4498	304.1054	488.9779	518.2981	477.5558	511.6635	564.2998	630.5126	666.6589	667.0990
Fisuc_1557	298.3026	163.0523	278.1459	402.8692	314.4521	293.8608	150.6549	150.5873	158.0068	167.7117
Fisuc_1558	343.3051	223.8734	454.6859	518.2981	412.9021	509.9349	279.2628	313.8194	362.0087	286.2342
Fisuc_1560	109.2919	84.1143	139.7080	113.1655	91.1029	89.8868	73.4902	80.4665	66.5577	73.5495
Fisuc_1561	29.5731	21.9991	21.5912	36.2130	26.4492	22.4717	28.8712	29.3128	40.0428	27.1712
Fisuc_1562	277.7300	197.9921	370.8611	500.1916	426.1267	395.8478	217.8460	227.6053	306.2735	254.3783
Fisuc_1563	9.0005	5.1763	3.8102	6.7899	7.3470	8.6430	5.2493	8.0467	4.3290	7.4955
Fisuc_1564	2.5716	2.5881	1.2701	4.5266	4.4082	3.4572	26.7714	21.2661	20.0214	17.3333
Fisuc_1565	15.4294	7.7644	31.7518	9.0532	16.1634	13.8287	3.1496	6.3224	13.5280	10.3063
Fisuc_1566	37.2878	62.1152	45.7226	92.7957	74.9395	119.2729	156.9541	210.3624	206.1664	129.2973
Fisuc_1567	135.0076	168.2285	171.4598	194.6447	224.8186	205.7026	142.7810	119.5502	148.2667	121.3333
Fisuc_1568	280.3016	54.3508	200.6714	88.2691	77.8783	55.3150	9.4487	6.8971	7.5757	12.6486
Fisuc_1569	204.4401	47.8804	214.6422	176.5382	168.9813	140.0160	19.4224	24.1400	23.8092	41.6937
Fisuc_1570	20.5726	25.8813	25.4014	33.9497	24.9798	50.1292	28.3462	47.1304	37.8783	40.7568
Fisuc_1571	505.3143	460.6874	424.2042	380.2361	424.6573	433.8768	485.5603	462.6824	470.2326	563.0990
Fisuc_1572	90.0051	89.2905	93.9854	79.2159	76.4089	91.6154	101.3115	133.9193	109.3061	112.9009
Fisuc_1573	25.7157	21.9991	24.1314	24.8964	24.9798	19.0145	31.4958	32.7614	23.8092	32.3243
Fisuc_1574	226.2985	265.2835	212.1021	169.7483	160.1649	162.4877	92.3877	108.0550	85.4968	74.4865
Fisuc_1575	174.8670	204.4624	177.8101	133.5353	163.1037	138.2874	140.1563	131.0455	106.0594	118.5225
Fisuc_1576	51.4315	38.8220	45.7226	49.7928	57.3067	41.4862	54.0678	39.0837	44.9129	30.4504
Fisuc_1577	46.2883	50.4686	31.7518	92.7957	66.1231	81.2439	79.7894	68.9713	77.3800	84.7928
Fisuc_1578	131.1503	144.9354	135.8977	126.7454	130.7768	136.5588	104.4611	120.6998	129.8686	118.5225
Fisuc_1579	11.5721	7.7644	2.5401	13.5799	11.7552	3.4572	8.9238	8.0467	11.3635	9.3694
Fisuc_1580	39.8594	42.7042	55.8832	76.9526	67.5925	67.4151	89.2381	85.6394	95.7781	81.5135
Fisuc_1582	43.7168	31.0576	55.8832	20.3698	45.5515	34.5719	50.9182	33.3361	50.3241	47.7838
Fisuc_1583	0.0000	1.2941	3.8102	0.0000	2.9388	0.0000	16.2728	13.2195	18.9392	17.3333
Fisuc_1584	129.8645	169.5226	107.9562	83.7425	108.7358	96.8012	91.3378	97.7093	84.4146	80.5766
Fisuc_1585	9.0005	19.4110	8.8905	15.8432	19.1022	17.2859	45.6689	48.2799	48.7007	48.7207
Fisuc_1586	9.0005	6.4703	12.7007	6.7899	11.7552	13.8287	7.8740	2.8738	3.7878	6.0901
Fisuc_1587	316.3036	318.3402	270.5254	549.9844	556.9035	454.6200	267.1894	259.2171	261.3606	294.1982
Fisuc_1588	33.4305	25.8813	34.2920	27.1597	33.7963	17.2859	30.9709	29.3128	31.9260	26.7027
Fisuc_1589	72.0041	51.7626	68.5839	9.0532	45.5515	48.4006	104.4611	80.4665	71.9689	104.4685
Fisuc_1590	60.4320	40.1160	39.3722	20.3698	30.8575	34.5719	80.3143	81.0413	78.4623	86.6667
Fisuc_1591	1553.2306	1441.5892	1800.9627	2236.1507	2040.9999	1989.6105	1839.3550	1608.7554	1811.1260	1742.7025
Fisuc_1592	5026.1412	5138.7349	6002.3622	2679.7595	3129.8271	2919.5935	2630.4246	2736.4361	2356.0330	1886.0538
Fisuc_1593	0.0000	2.5881	7.6204	11.3166	14.6940	10.3716	24.1468	24.7147	25.9737	33.7297
Fisuc_1594	69.4325	65.9974	59.6934	43.0029	32.3269	32.8433	71.9154	59.2004	55.7353	52.9369
Fisuc_1595	279.0158	169.5226	387.3721	307.8102	426.1267	361.2759	285.5620	307.4970	403.6749	331.6756
Fisuc_1596	277.7300	226.4615	285.7663	334.9699	392.3304	475.3631	422.5687	516.7099	538.4136	463.3153
Fisuc_1597	198.0112	328.6927	207.0218	174.2749	185.1447	186.6880	98.1619	105.7560	112.0117	91.8198
Fisuc_1598	74.5756	73.7617	57.1533	47.5295	35.2657	58.7722	33.5955	28.1633	24.8915	16.8649
Fisuc_1599	484.7417	643.1507	492.7881	276.1239	343.8402	388.9334	262.9900	232.2034	243.5036	272.1801
Fisuc_1600	30.8589	25.8813	24.1314	6.7899	8.8164	8.6430	20.4723	18.3923	24.3504	17.8018
Fisuc_1601	38.5736	38.8220	25.4014	36.2130	29.3880	27.6575	32.0207	26.4390	28.6793	38.4144
Fisuc_1602	33.4305	34.9398	21.5912	22.6331	30.8575	48.4006	24.1468	20.1166	24.3504	28.1081
Fisuc_1603	120.8640	122.9362	166.3795	219.5411	180.7365	219.5313	224.6701	187.3720	251.0793	234.2342
Fisuc_1604	105.4345	95.7609	128.2773	122.2188	160.1649	159.0306	161.6785	137.3678	189.3917	202.8468
Fisuc_1605	73.2899	106.1134	107.9562	142.5886	141.0626	112.3585	133.3322	117.8260	161.2535	167.2432
Fisuc_1606	45.0025	37.5279	60.9635	115.4288	101.3888	69.1437	138.0566	85.0646	137.9854	128.8288
Fisuc_1607	16.7152	14.2347	8.8905	4.5266	4.4082	10.3716	7.3490	12.6447	9.7401	10.7748
Fisuc_1608	18.0010	25.8813	13.9708	18.1065	19.1022	10.3716	18.3726	16.6681	20.5625	27.1712
Fisuc_1609	37.2878	59.5270	34.2920	38.4763	36.7351	36.3005	34.1205	25.2895	27.5971	51.5315
Fisuc_1610	12.8579	33.6457	10.1606	6.7899	7.3470	8.6430	8.9238	10.3457	9.1990	11.2432
Fisuc_1611	27.0015	34.9398	20.3212	47.5295	29.3880	20.7431	41.9944	31.6118	33.0083	55.7477
Fisuc_1612	33.4305	41.4101	26.6715	38.4763	27.9186	27.6575	28.3462	21.8409	24.8915	40.7568
Fisuc_1613	34.7162	33.6457	27.9416	22.6331	30.8575	29.3861	65.0913	40.8080	54.6530	74.4865
Fisuc_1614	84.8619	55.6448	101.6058	61.1094	55.8373	65.6865	96.5871	122.4240	113.6350	71.6757
Fisuc_1615	199.2970	456.8052	454.6859	353.0764	286.5335	323.2469	1493.9510	2279.5013	2057.3352	1258.7746
Fisuc_1618	50.1457	50.4686	41.9124	18.1065	36.7351	43.2148	40.4196	41.9575	37.3372	32.3243
Fisuc_1619	99.0056	67.2914	87.6350	79.2159	54.3679	63.9579	63.5165	51.1537	61.1465	46.3784
Fisuc_1620	140.1508	185.0514	194.3211	124.4821	144.0014	141.7446	107.6107	126.4474	98.4837	101.6576
Fisuc_1621	129.8645	87.9965	130.8175	176.5382	171.9201	141.7446	142.2560	104.0317	130.4097	125.0811
Fisuc_1622	109.2919	80.2321	86.3649	113.1655	127.8380	112.3585	85.0387	95.4103	97.4015	85.7297
Fisuc_1623	43.7168	50.4686	59.6934	38.4763	44.0821	50.1292	97.6370	113.2279	130.9508	101.6576
Fisuc_1624	52.7173	51.7626	59.6934	61.1094	58.7761	67.4151	89.2381	102.8822	93.6136	99.7838
Fisuc_1625	10.2863	14.2347	13.9708	31.6863	26.4492	22.4717	17.3227	13.2195	13.5280	20.1441
Fisuc_1627	514.3148	581.0355	501.6786	405.1326	502.5356	544.5068	309.1838	348.8798	299.7800	237.9820
Fisuc_1628	84.8619	119.0540	68.5839	70.1626	69.0619	69.1437	146.4555	129.3212	123.9163	75.8919
Fisuc_1629	147.8655	133.2888	120.6569	104.1123	139.5932	112.3585	127.0331	132.7697	117.4229	122.2703
Fisuc_1630	199.2970	235.5200	201.9415	310.0735	308.5745	264.4747	299.2101	305.1980	336.0350	287.6396
Fisuc_1631	47.5741	55.6448	27.9416	52.0561	61.7149	62.2293	36.7451	44.2566	46.5363	37.0090
Fisuc_1632	345.8767	427.0417	311.1677	321.3901	382.0446	293.8608	225.7199	282.7823	249.9971	235.1711
Fisuc_1633	61.7178	40.1160	44.4525	52.0561	60.2455	41.4862	52.4930	56.9013	60.6054	62.3063
Fisuc_1634	108.0061	130.7006	93.9854	201.4346	251.2678	193.6024	87.6633	92.5365	96.8603	124.1441
Fisuc_1635	75.8614	82.8202	74.9343	138.0619	76.4089	86.4296	64.0415	56.9013	65.4754	66.5225
Fisuc_1636	56.5746	55.6448	39.3722	113.1655	91.1029	81.2439	48.8185	45.4061	40.5839	45.9099
Fisuc_1637	88.7193	108.7015	102.8759	169.7483	201.3081	191.8738	164.3031	139.6669	158.5479	161.1531
Fisuc_1638	108.0061	164.3463	101.6058	142.5886	108.7358	140.0160	76.1149	92.5365	76.2978	92.2883
Fisuc_1639	30.8589	29.7635	64.7737	40.7396	44.0821	67.4151	75.5899	74.7189	88.2024	75.8919
Fisuc_1640	39.8594	98.3490	24.1314	18.1065	22.0410	24.2003	56.6924	43.1071	38.9606	51.0631
Fisuc_1641	86.1477	80.2321	113.0364	76.9526	69.0619	81.2439	36.7451	51.7285	41.1251	43.5676
Fisuc_1642	379.3071	420.5714	416.5837	287.4404	315.9215	295.5894	292.9110	311.5203	310.6024	324.1801
Fisuc_1643	42.4310	38.8220	38.1022	45.2662	35.2657	44.9434	46.1938	32.1866	43.8307	38.4144
Fisuc_1644	124.7213	90.5846	139.7080	54.3194	66.1231	70.8723	67.7160	72.4199	81.7090	68.3964
Fisuc_1645	273.8726	209.6386	226.0729	185.5915	199.8387	184.9594	123.3586	162.0825	141.7732	171.9279
Fisuc_1646	303.4457	279.5182	266.7152	264.8073	318.8603	316.3325	209.9720	243.6986	204.0019	245.0090
Fisuc_1647	208.2975	230.3437	209.5619	208.2246	235.1044	250.6460	209.9720	220.1334	241.3392	187.3874
Fisuc_1648	177.4386	218.6971	160.0291	108.6389	151.3484	121.0015	129.1328	123.5736	135.8209	104.0000
Fisuc_1649	83.5762	111.2897	82.5547	70.1626	54.3679	55.3150	47.7686	62.6489	53.0297	40.7568
Fisuc_1650	39.8594	46.5864	60.9635	43.0029	44.0821	46.6720	31.4958	29.8876	27.5971	24.3604
Fisuc_1651	84.8619	56.9389	104.1459	97.3223	113.1440	67.4151	74.5401	58.0508	87.6613	70.2703
Fisuc_1652	317.5894	288.5767	419.1239	457.1887	515.7602	565.2499	384.7737	428.7715	473.4793	464.7207
Fisuc_1653	158.1518	100.9371	172.7298	122.2188	85.2253	119.2729	65.6163	63.2237	59.5231	71.6757
Fisuc_1654	21.8584	21.9991	20.3212	22.6331	27.9186	15.5573	22.0471	25.2895	27.5971	27.1712
Fisuc_1655	54.0031	45.2923	46.9927	110.9022	67.5925	96.8012	61.9417	39.0837	57.3586	56.6847
Fisuc_1656	32.1447	29.7635	27.9416	58.8461	36.7351	34.5719	17.3227	20.6914	14.6102	22.9550
Fisuc_1657	23.1442	19.4110	19.0511	31.6863	22.0410	24.2003	20.4723	19.5419	25.4326	26.7027
Fisuc_1658	70.7183	131.9947	64.7737	119.9554	138.1238	143.4732	306.0342	312.6699	280.8409	272.1801
Fisuc_1659	55.2888	97.0549	44.4525	101.8490	110.2052	117.5443	204.7227	161.5078	159.6302	171.4594
Fisuc_1660	210.8691	511.1560	280.6860	99.5857	117.5522	117.5443	475.5866	587.9803	491.3362	383.2072
Fisuc_1661	65.5751	99.6431	91.4452	83.7425	107.2664	88.1582	175.3266	170.1292	213.2010	214.5585
Fisuc_1662	18.0010	38.8220	21.5912	15.8432	22.0410	27.6575	25.1966	26.4390	25.9737	28.1081
Fisuc_1663	2.5716	18.1169	7.6204	27.1597	16.1634	13.8287	15.7479	11.4952	14.0691	14.0541
Fisuc_1664	2.5716	0.0000	2.5401	4.5266	1.4694	0.0000	135.9569	149.4378	146.6433	153.1892
Fisuc_1665	12.8579	24.5872	27.9416	95.0590	69.0619	72.6009	784.2455	818.4594	936.6773	753.7657
Fisuc_1666	2.5716	12.9407	7.6204	47.5295	60.2455	32.8433	859.8354	707.5305	915.0326	740.1801
Fisuc_1667	24.4300	33.6457	31.7518	131.2720	111.6746	86.4296	1967.9628	1594.3864	2020.5391	1604.5043
Fisuc_1668	6.4289	9.0585	11.4307	24.8964	17.6328	6.9144	282.4124	202.3158	294.3688	243.6036
Fisuc_1669	16.7152	19.4110	19.0511	58.8461	61.7149	55.3150	1091.3296	875.9354	1166.1119	883.9999
Fisuc_1670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0471	16.6681	18.9392	6.5586
Fisuc_1671	24.4300	41.4101	30.4817	76.9526	79.3477	67.4151	1330.6977	1140.9002	1455.0695	1019.3873
Fisuc_1672	5.1431	6.4703	8.8905	15.8432	14.6940	22.4717	135.4320	111.5036	121.7518	95.0991
Fisuc_1673	21.8584	25.8813	34.2920	40.7396	51.4291	38.0290	448.8152	351.1788	428.0253	334.4864
Fisuc_1674	524.6011	555.1542	501.6786	617.8837	412.9021	404.4908	115.4846	108.0550	101.7304	97.9099
Fisuc_1675	32.1447	42.7042	43.1825	61.1094	41.1433	43.2148	6.8241	10.9205	11.9046	11.7117
Fisuc_1676	513.0290	452.9230	367.0509	174.2749	144.0014	184.9594	316.0079	303.4737	266.2306	194.4144
Fisuc_1678	162.0092	71.1736	85.0949	45.2662	38.2045	31.1147	141.7311	104.0317	71.9689	59.0270
Fisuc_1682	21.8584	24.5872	13.9708	20.3698	17.6328	24.2003	27.8213	34.4856	27.0560	25.2973
Fisuc_1683	36.0020	58.2330	35.5620	65.6360	41.1433	36.3005	53.0179	40.8080	42.2073	37.0090
Fisuc_1684	2.5716	7.7644	2.5401	0.0000	2.9388	0.0000	4.7244	1.1495	0.5411	12.6486
Fisuc_1685	6.4289	18.1169	11.4307	0.0000	1.4694	0.0000	1.0499	0.5748	2.1645	7.9640
Fisuc_1686	6.4289	6.4703	5.0803	0.0000	1.4694	0.0000	1.5748	0.5748	2.1645	6.0901
Fisuc_1687	5.1431	5.1763	5.0803	0.0000	1.4694	0.0000	0.0000	1.7243	1.6234	7.4955
Fisuc_1688	16.7152	1.2941	8.8905	2.2633	0.0000	3.4572	2.6247	1.7243	5.4112	15.9279
Fisuc_1689	11.5721	10.3525	8.8905	15.8432	10.2858	10.3716	8.9238	8.0467	8.6579	6.5586
Fisuc_1690	23.1442	28.4694	20.3212	61.1094	44.0821	39.7576	49.8684	44.8313	49.2418	57.1531
Fisuc_1691	1.2858	5.1763	5.0803	13.5799	13.2246	24.2003	103.9362	81.0413	107.1416	126.0180
Fisuc_1692	20.5726	18.1169	16.5109	15.8432	22.0410	17.2859	14.1731	14.3690	16.2336	13.5856
Fisuc_1694	1.2858	11.6466	7.6204	4.5266	4.4082	8.6430	4.1994	3.4486	3.7878	10.3063
Fisuc_1696	43.7168	33.6457	72.3941	40.7396	63.1843	53.5864	62.4667	52.8780	63.8521	53.4054
Fisuc_1697	5.1431	5.1763	1.2701	9.0532	7.3470	3.4572	13.1233	8.0467	12.4457	19.6757
Fisuc_1698	12.8579	12.9407	11.4307	18.1065	13.2246	12.1002	22.5720	13.7943	13.5280	21.5495
Fisuc_1699	21.8584	10.3525	11.4307	11.3166	23.5104	24.2003	25.7216	20.1166	32.4672	25.7658
Fisuc_1708	18.0010	10.3525	10.1606	15.8432	10.2858	27.6575	11.0235	8.6214	9.7401	13.1171
Fisuc_1710	34.7162	34.9398	46.9927	74.6892	45.5515	70.8723	63.5165	54.6023	55.1942	69.3333
Fisuc_1711	37.2878	27.1754	17.7810	36.2130	27.9186	38.0290	24.1468	21.2661	22.7270	21.0811
Fisuc_1712	6.4289	7.7644	15.2409	4.5266	11.7552	1.7286	8.3989	9.1962	9.1990	5.6216
Fisuc_1713	7.7147	2.5881	5.0803	0.0000	1.4694	0.0000	4.1994	7.4719	8.1168	6.0901
Fisuc_1714	16.7152	24.5872	21.5912	38.4763	48.4903	58.7722	75.0650	100.0084	108.7650	98.8468
Fisuc_1715	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2493	7.4719	8.1168	7.4955
Fisuc_1716	3.8574	3.8822	10.1606	6.7899	2.9388	8.6430	4.1994	3.4486	3.2467	7.4955
Fisuc_1717	15.4294	6.4703	20.3212	6.7899	10.2858	8.6430	16.2728	12.6447	8.6579	14.9910
Fisuc_1719	3.8574	2.5881	3.8102	0.0000	1.4694	1.7286	12.0734	11.4952	10.2813	15.9279
Fisuc_1720	14.1437	12.9407	12.7007	6.7899	14.6940	6.9144	89.2381	78.7422	99.5659	79.1712
Fisuc_1721	23.1442	27.1754	36.8321	27.1597	22.0410	24.2003	200.5233	193.6944	231.5990	215.0270
Fisuc_1722	24.4300	24.5872	31.7518	11.3166	7.3470	10.3716	122.8336	119.5502	115.7995	99.3153
Fisuc_1725	61.7178	77.6439	62.2335	83.7425	73.4701	67.4151	58.2672	74.7189	84.9557	76.8288
Fisuc_1726	33.4305	29.7635	31.7518	72.4259	74.9395	86.4296	87.1384	84.4898	110.3883	96.9730
Fisuc_1727	5.1431	6.4703	10.1606	4.5266	19.1022	17.2859	4.1994	8.0467	8.1168	7.9640
Fisuc_1728	7.7147	9.0585	11.4307	0.0000	4.4082	0.0000	3.1496	2.2990	3.7878	10.3063
Fisuc_1729	10.2863	7.7644	3.8102	6.7899	10.2858	5.1858	7.3490	3.4486	7.5757	9.8378
Fisuc_1730	3.8574	0.0000	5.0803	0.0000	1.4694	0.0000	2.6247	1.7243	1.6234	6.0901
Fisuc_1731	9.0005	5.1763	7.6204	2.2633	2.9388	3.4572	3.1496	0.5748	1.0822	9.8378
Fisuc_1732	16.7152	38.8220	11.4307	0.0000	1.4694	1.7286	3.1496	2.8738	1.6234	8.4324
Fisuc_1733	14.1437	3.8822	15.2409	4.5266	2.9388	0.0000	5.2493	4.0233	2.1645	16.3964
Fisuc_1735	9.0005	7.7644	3.8102	2.2633	0.0000	3.4572	4.1994	2.8738	1.0822	14.0541
Fisuc_1736	10.2863	3.8822	8.8905	0.0000	1.4694	0.0000	0.5249	1.1495	0.5411	4.6847
Fisuc_1739	10.2863	7.7644	3.8102	0.0000	1.4694	0.0000	3.6745	1.1495	5.4112	11.2432
Fisuc_1740	21.8584	14.2347	8.8905	0.0000	0.0000	0.0000	0.5249	1.1495	2.1645	6.5586
Fisuc_1741	7.7147	2.5881	1.2701	0.0000	1.4694	1.7286	2.0997	1.1495	0.5411	6.0901
Fisuc_1742	236.5848	247.1665	316.2480	482.0851	392.3304	454.6200	47.7686	42.5323	37.8783	33.2613
Fisuc_1743	149.1513	157.8760	121.9270	305.5469	249.7984	248.9174	207.8723	169.5544	204.0019	226.7387
Fisuc_1744	120.8640	106.1134	153.6788	230.8577	183.6753	165.9449	186.3502	220.7081	215.9066	237.5135
Fisuc_1745	39.8594	16.8229	26.6715	40.7396	35.2657	39.7576	69.2908	58.0508	51.9474	49.6577
Fisuc_1746	72.0041	91.8787	107.9562	117.6921	113.1440	98.5298	159.0538	174.1525	170.9937	180.3603
Fisuc_1747	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	76.6398	55.1770	50.3241	90.4144
Fisuc_1748	9.0005	27.1754	1.2701	24.8964	13.2246	12.1002	14.1731	16.0933	10.8224	15.4595
Fisuc_1749	5.1431	15.5288	1.2701	4.5266	5.8776	6.9144	6.8241	4.0233	4.3290	5.1532
Fisuc_1750	379.3071	537.0373	331.4889	350.8131	332.0849	347.4472	269.2891	254.6190	234.3046	230.0180
Fisuc_1751	37.2878	42.7042	46.9927	18.1065	11.7552	10.3716	23.6219	24.7147	22.1859	24.3604
Fisuc_1752	60.4320	68.5855	100.3357	33.9497	17.6328	44.9434	40.9445	44.8313	43.8307	32.7928
Fisuc_1753	68.1467	90.5846	53.3430	76.9526	52.8985	48.4006	80.8392	66.6723	61.6876	66.9910
Fisuc_1754	222.4411	278.2241	256.5546	192.3814	204.2469	228.1743	197.8986	183.9235	191.0151	159.7477
Fisuc_1755	93.8624	84.1143	63.5036	65.6360	86.6947	58.7722	51.9681	68.3965	60.6054	53.8739
Fisuc_1756	218.5838	253.6369	204.4817	181.0648	182.2059	162.4877	144.3558	160.3583	150.4311	128.8288
Fisuc_1757	234.0132	258.8131	257.8247	402.8692	355.5954	390.6620	401.0466	447.1639	504.3231	379.9279
Fisuc_1758	144.0081	172.1107	222.2627	285.1771	351.1872	299.0466	433.5922	458.6591	499.9941	439.4234
Fisuc_1759	129.8645	156.5819	158.7590	414.1858	393.7998	340.5328	235.6936	227.0305	274.3474	257.6576
Fisuc_1760	993.9133	584.9177	635.0362	253.4908	310.0439	307.6895	66.1412	57.4761	54.1119	57.6216
Fisuc_1761	1992.9698	1125.8372	1974.9626	973.2235	1087.3578	1025.0556	804.1929	1013.3033	982.6725	802.9549
Fisuc_1762	1770.5286	433.5120	1919.0794	574.8808	551.0259	601.5504	119.1591	129.8959	115.7995	100.7207
Fisuc_1763	1746.0987	309.2817	1228.1600	262.5440	248.3290	224.7171	4.1994	9.1962	5.9523	14.0541
Fisuc_1764	735.4701	97.0549	579.1530	133.5353	110.2052	96.8012	4.7244	2.2990	4.3290	8.9009
Fisuc_1765	781.7585	72.4677	882.7003	144.8519	167.5119	165.9449	8.9238	15.5185	11.9046	18.2703
Fisuc_1766	75.8614	16.8229	76.2043	15.8432	14.6940	22.4717	4.1994	1.7243	3.7878	7.0270
Fisuc_1767	424.3097	64.7033	361.9706	113.1655	132.2462	98.5298	32.5457	55.1770	48.1596	44.9730
Fisuc_1768	47.5741	12.9407	21.5912	2.2633	7.3470	5.1858	3.1496	6.3224	6.4934	7.4955
Fisuc_1769	970.7691	313.1639	633.7661	230.8577	232.1656	226.4457	16.7978	22.9904	16.2336	15.9279
Fisuc_1771	55.2888	3.8822	36.8321	4.5266	2.9388	3.4572	5.2493	4.0233	4.8701	5.6216
Fisuc_1772	9.0005	7.7644	12.7007	9.0532	7.3470	12.1002	83.4639	73.5694	79.5445	91.3513
Fisuc_1773	696.8965	194.1099	581.6932	205.9612	205.7163	224.7171	8.9238	14.3690	8.1168	12.6486
Fisuc_1774	981.0554	217.4030	617.2552	219.5411	149.8790	153.8448	3.1496	6.8971	3.2467	10.7748
Fisuc_1775	799.7595	164.3463	591.8537	203.6979	139.5932	160.7591	5.2493	10.3457	5.9523	12.6486
Fisuc_1776	55.2888	51.7626	50.8029	65.6360	57.3067	58.7722	48.2936	80.4665	94.1547	85.2613
Fisuc_1777	24.4300	23.2932	15.2409	20.3698	26.4492	38.0290	18.3726	22.9904	24.8915	32.3243
Fisuc_1778	7.7147	6.4703	6.3504	6.7899	4.4082	1.7286	7.8740	3.4486	3.7878	7.4955
Fisuc_1779	141.4366	58.2330	125.7372	104.1123	111.6746	98.5298	40.4196	31.0371	36.2550	40.2883
Fisuc_1780	68.1467	24.5872	52.0730	52.0561	27.9186	39.7576	27.2964	22.9904	22.1859	26.2342
Fisuc_1781	12.8579	19.4110	25.4014	43.0029	48.4903	29.3861	18.8975	18.9671	26.5148	22.4865
Fisuc_1782	516.8864	417.9832	925.8828	1050.1760	1035.9287	1125.3140	1044.6108	1102.9659	1198.0379	1013.7657
Fisuc_1783	579.8899	465.8637	933.5032	1233.5042	1362.1360	1258.4157	1414.1616	1321.9498	1641.7557	1171.1710
Fisuc_1784	365.1635	406.3366	544.8611	778.5788	764.0892	815.8959	1107.6024	1034.5694	1173.6876	963.6395
Fisuc_1785	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.4487	6.8971	10.8224	11.7117
Fisuc_1786	30.8589	15.5288	31.7518	45.2662	48.4903	57.0436	29.9210	34.4856	43.8307	24.8288
Fisuc_1787	50.1457	29.7635	74.9343	40.7396	42.6127	44.9434	53.0179	50.0042	58.4409	49.6577
Fisuc_1788	1622.6631	407.6307	1017.3280	282.9138	261.5536	290.4036	15.2230	25.2895	21.1036	25.2973
Fisuc_1789	408.8802	72.4677	176.5401	20.3698	32.3269	32.8433	2.0997	4.5981	5.4112	16.3964
Fisuc_1790	181.2960	34.9398	109.2262	22.6331	17.6328	19.0145	3.6745	8.6214	3.7878	2.8108
Fisuc_1791	285.4447	62.1152	185.4306	86.0058	77.8783	105.4442	12.0734	10.3457	11.3635	12.1802
Fisuc_1793	2008.3992	306.6936	2267.0792	350.8131	292.4111	387.2048	22.0471	37.3595	34.6316	26.2342
Fisuc_1794	892.3361	32.3516	1077.0214	115.4288	105.7970	105.4442	1.5748	13.7943	5.9523	7.9640
Fisuc_1795	722.6123	362.3384	956.3645	715.2061	671.5169	719.0947	506.0326	527.6304	592.5255	621.6576
Fisuc_1796	203.1543	156.5819	267.9853	260.2807	254.2066	231.6315	272.9636	313.8194	366.3377	312.4684
Fisuc_1797	20.5726	16.8229	11.4307	13.5799	17.6328	10.3716	11.5485	14.3690	16.2336	15.9279
Fisuc_1798	186.4391	135.8769	198.1313	312.3368	274.7782	257.5604	179.0012	170.7040	196.9674	185.5135
Fisuc_1799	19.2868	18.1169	25.4014	36.2130	23.5104	32.8433	23.6219	18.3923	28.1382	25.2973
Fisuc_1800	153.0086	108.7015	129.5474	133.5353	80.8171	100.2584	123.3586	82.7656	92.5314	95.5676
Fisuc_1801	104.1487	45.2923	113.0364	181.0648	149.8790	112.3585	166.4028	165.5311	222.4000	179.4234
Fisuc_1802	914.1945	662.5616	723.9413	647.3068	617.1490	541.0496	997.8921	1065.0317	1032.4554	878.3783
Fisuc_1803	250.7285	99.6431	351.8101	190.1181	170.4507	248.9174	96.5871	100.0084	103.8949	88.5405
Fisuc_1804	72.0041	40.1160	111.7664	43.0029	41.1433	51.8578	56.1675	81.6160	60.6054	48.7207
