Gene	T389pH67_1	T401pH67_2	T455pH67_3	T642pH61_1	T665pH61_2	T672pH61_3	T652pH565_1	T671pH565_2	T699pH565_3	T723pH565_4
Fisuc_1805	384.4503	555.1542	295.9269	312.3368	314.4521	385.4762	320.7323	324.7398	263.5251	254.8468
Fisuc_1806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	247.2421	265.5395	255.9494	409.4414
Fisuc_1807	284.1589	214.8149	365.7809	405.1326	295.3499	293.8608	348.0286	397.1597	451.8345	353.2252
Fisuc_1808	155.5802	120.3481	172.7298	151.6418	164.5731	143.4732	382.1491	355.2022	451.8345	315.7477
Fisuc_1809	72.0041	55.6448	38.1022	11.3166	13.2246	13.8287	18.3726	11.4952	15.1513	15.9279
Fisuc_1812	9.0005	33.6457	2.5401	11.3166	8.8164	3.4572	6.2992	4.0233	4.8701	9.3694
Fisuc_1813	506.6001	496.9212	524.5399	663.1499	470.2088	625.7507	1466.6546	2270.3051	1873.8958	1367.9278
Fisuc_1814	42.4310	62.1152	63.5036	49.7928	23.5104	29.3861	28.8712	72.4199	37.3372	56.6847
Fisuc_1815	66.8609	84.1143	87.6350	108.6389	83.7559	89.8868	123.3586	128.7464	137.4443	119.4594
Fisuc_1816	56.5746	51.7626	64.7737	29.4230	20.5716	57.0436	96.0622	268.9880	115.7995	133.9820
Fisuc_1817	154.2944	194.1099	138.4379	110.9022	54.3679	112.3585	208.9222	396.0102	266.2306	240.3243
Fisuc_1818	3.8574	2.5881	0.0000	0.0000	2.9388	1.7286	10.4986	12.0700	7.5757	10.3063
Fisuc_1819	83.5762	77.6439	76.2043	88.2691	117.5522	96.8012	61.4168	60.9246	61.6876	83.8558
Fisuc_1820	1.2858	3.8822	2.5401	0.0000	0.0000	1.7286	5.7742	13.2195	5.9523	9.8378
Fisuc_1821	7.7147	0.0000	11.4307	0.0000	1.4694	1.7286	39.8947	95.4103	48.1596	56.6847
Fisuc_1822	9.0005	15.5288	6.3504	13.5799	13.2246	12.1002	22.5720	24.7147	22.1859	22.4865
Fisuc_1823	18.0010	10.3525	22.8613	24.8964	32.3269	36.3005	39.3698	27.5885	43.2895	37.0090
Fisuc_1824	102.8630	80.2321	111.7664	95.0590	85.2253	84.7011	95.5373	104.6065	103.8949	130.7027
Fisuc_1825	1152.0651	987.3721	1855.5758	2256.5204	2395.1259	2295.5715	2370.0593	2363.4163	2698.0204	2400.9006
Fisuc_1826	99.0056	117.7600	208.2919	289.7037	270.3700	261.0175	307.0841	275.3104	358.2209	282.9549
Fisuc_1827	577.3183	623.7397	889.0507	1088.6523	1030.0511	1059.6275	1116.0013	1121.3583	1378.7717	1212.8647
Fisuc_1828	844.7620	873.4943	1051.6199	1407.7791	1395.9323	1382.8744	957.9974	776.5018	1009.7284	1156.6485
Fisuc_1829	235.2990	261.4013	340.3794	563.5643	623.0266	594.6360	657.7374	617.2931	714.2774	612.2882
Fisuc_1830	262.3005	243.2844	252.7444	525.0880	511.3520	444.2484	325.4566	290.2542	345.7752	335.8919
Fisuc_1831	57.8604	71.1736	71.1241	138.0619	105.7970	143.4732	151.1799	125.8726	162.8769	158.8108
Fisuc_1832	217.2980	245.8725	266.7152	377.9728	434.9431	373.3761	762.1985	771.9037	843.6048	696.6125
Fisuc_1833	11.5721	16.8229	17.7810	29.4230	19.1022	13.8287	19.9473	18.3923	18.3981	29.0450
Fisuc_1835	42.4310	34.9398	35.5620	33.9497	29.3880	27.6575	19.4224	26.4390	16.7747	19.2072
Fisuc_1836	24.4300	20.7051	24.1314	22.6331	27.9186	20.7431	127.5580	113.8026	149.8900	106.3423
Fisuc_1837	7.7147	5.1763	10.1606	6.7899	2.9388	6.9144	117.5843	100.0084	124.9985	92.2883
Fisuc_1838	102.8630	121.6422	113.0364	106.3756	94.0418	67.4151	117.0594	120.6998	104.4360	92.2883
Fisuc_1839	5.1431	7.7644	6.3504	22.6331	7.3470	3.4572	22.5720	18.9671	21.6448	42.1622
Fisuc_1840	55.2888	59.5270	60.9635	54.3194	63.1843	48.4006	70.3406	71.8451	75.7567	62.7748
Fisuc_1841	39.8594	36.2338	72.3941	88.2691	91.1029	69.1437	92.9126	102.3074	113.6350	89.9459
Fisuc_1843	543.8879	477.5102	1276.4228	441.3455	584.8221	584.2644	654.5878	936.2853	953.4520	870.8828
Fisuc_1844	173.5812	131.9947	130.8175	124.4821	116.0828	121.0015	109.1855	118.4007	143.9377	122.7387
Fisuc_1846	43.7168	11.6466	57.1533	88.2691	70.5313	114.0871	26.7714	44.2566	41.1251	32.3243
Fisuc_1847	47.5741	82.8202	45.7226	47.5295	44.0821	60.5008	39.8947	47.1304	38.4195	37.9459
Fisuc_1848	77.1472	82.8202	73.6642	144.8519	104.3276	122.7301	89.7630	112.6531	107.1416	106.3423
Fisuc_1849	15.4294	11.6466	6.3504	15.8432	17.6328	12.1002	25.7216	46.5556	29.2204	46.8468
Fisuc_1850	169.7239	185.0514	129.5474	81.4792	79.3477	95.0726	48.8185	56.3266	58.4409	38.4144
Fisuc_1851	108.0061	113.8778	104.1459	81.4792	77.8783	89.8868	100.2616	105.7560	96.8603	80.1081
Fisuc_1852	129.8645	103.5253	101.6058	104.1123	111.6746	95.0726	74.5401	71.2703	71.4277	68.3964
Fisuc_1856	28.2873	3.8822	20.3212	15.8432	22.0410	17.2859	13.1233	14.9438	11.9046	16.3964
Fisuc_1857	54.0031	62.1152	57.1533	38.4763	24.9798	32.8433	33.0706	32.1866	36.2550	30.9189
Fisuc_1858	16.7152	3.8822	25.4014	9.0532	5.8776	1.7286	12.0734	10.3457	10.2813	14.9910
Fisuc_1859	64.2893	25.8813	111.7664	22.6331	23.5104	24.2003	7.3490	14.9438	12.9869	14.9910
Fisuc_1860	497.5995	121.6422	828.0872	212.7512	243.9208	261.0175	80.3143	119.5502	94.1547	69.3333
Fisuc_1861	146.5797	151.4057	181.6204	294.2303	245.3902	302.5038	204.1978	215.5353	206.1664	281.5495
Fisuc_1862	50.1457	98.3490	83.8248	126.7454	132.2462	155.5734	103.4112	105.1812	94.1547	82.4504
Fisuc_1863	284.1589	296.3410	420.3940	583.9341	517.2296	561.7927	350.1284	296.5766	347.3985	368.2162
Fisuc_1864	6.4289	16.8229	20.3212	36.2130	19.1022	24.2003	40.4196	26.4390	38.9606	42.1622
Fisuc_1865	11.5721	11.6466	20.3212	20.3698	14.6940	13.8287	17.3227	16.0933	9.7401	15.9279
Fisuc_1866	83.5762	85.4083	129.5474	167.4850	102.8582	117.5443	110.2353	101.7327	115.7995	122.7387
Fisuc_1869	12.8579	9.0585	13.9708	22.6331	22.0410	10.3716	21.5221	13.2195	16.7747	19.6757
Fisuc_1870	9.0005	3.8822	12.7007	22.6331	27.9186	12.1002	44.6191	44.2566	43.8307	37.0090
Fisuc_1871	118.2924	100.9371	262.9050	348.5498	304.1663	328.4327	345.4040	379.9169	423.6963	446.4504
Fisuc_1872	109.2919	164.3463	118.1167	113.1655	102.8582	82.9725	87.1384	100.5831	75.2156	69.8018
Fisuc_1873	1.2858	5.1763	6.3504	9.0532	1.4694	5.1858	6.8241	6.3224	3.7878	7.4955
Fisuc_1874	236.5848	287.2826	302.2772	221.8044	227.7574	259.2889	340.1547	409.8044	387.9825	402.4144
Fisuc_1875	698.1823	556.4483	717.5909	669.9399	634.7818	603.2789	461.4135	435.0939	414.4973	409.9099
Fisuc_1876	105.4345	106.1134	72.3941	58.8461	45.5515	44.9434	60.8919	64.9480	58.9820	66.5225
Fisuc_1877	560.6031	516.3322	683.2990	608.8305	736.1706	637.8508	377.9496	419.0006	376.0778	426.3063
Fisuc_1878	199.2970	252.3428	199.4014	131.2720	91.1029	100.2584	164.3031	157.4845	162.8769	141.0090
Fisuc_1879	257.1574	289.8707	311.1677	393.8160	362.9424	316.3325	537.0035	481.0748	529.2146	472.6846
Fisuc_1880	3.8574	9.0585	3.8102	9.0532	2.9388	10.3716	47.7686	51.1537	44.9129	57.1531
Fisuc_1881	194.1538	291.1648	205.7517	310.0735	310.0439	361.2759	311.8085	318.9922	311.1435	336.8288
Fisuc_1882	48.8599	47.8804	50.8029	74.6892	61.7149	77.7867	65.6163	51.1537	57.3586	58.0901
Fisuc_1883	153.0086	146.2294	160.0291	176.5382	166.0425	183.2309	115.4846	134.4940	117.4229	136.3243
Fisuc_1884	27.0015	31.0576	24.1314	20.3698	23.5104	39.7576	69.8157	77.0179	77.9212	56.6847
Fisuc_1885	43.7168	67.2914	53.3430	31.6863	20.5716	32.8433	41.9944	48.8547	46.5363	32.3243
Fisuc_1886	106.7203	152.6998	92.7153	151.6418	141.0626	153.8448	101.8364	93.1112	76.8389	69.3333
Fisuc_1887	69.4325	100.9371	60.9635	61.1094	82.2865	103.7156	58.2672	58.6256	49.7830	48.2522
Fisuc_1889	16.7152	11.6466	17.7810	20.3698	11.7552	8.6430	9.9737	6.3224	8.6579	5.6216
Fisuc_1890	3.8574	1.2941	2.5401	6.7899	4.4082	1.7286	44.6191	46.5556	63.8521	56.6847
Fisuc_1891	646.7508	560.3304	650.2771	497.9283	404.0857	506.4777	359.5771	334.5108	314.9314	226.7387
Fisuc_1892	1503.0849	1172.4235	1661.2547	961.9069	1096.1742	1177.1718	696.5822	781.0999	707.2428	571.0630
Fisuc_1893	2517.5708	2269.7912	2485.5317	2098.0887	2032.1835	1996.5249	1052.4848	1118.4845	1022.7153	868.5404
Fisuc_1894	586.3188	615.9753	502.9487	613.3571	495.1886	404.4908	308.1339	253.4695	257.5727	284.8288
Fisuc_1895	516.8864	551.2720	425.4743	328.1800	407.0245	418.3195	317.5827	306.3475	278.6764	247.8198
Fisuc_1896	183.8675	161.7582	181.6204	97.3223	176.3283	162.4877	100.2616	106.9055	82.7912	77.2973
Fisuc_1897	185.1533	194.1099	198.1313	176.5382	185.1447	157.3020	188.4499	194.8439	183.4394	173.8018
Fisuc_1898	1648.3789	1085.7211	1464.3935	1260.6639	928.6623	962.8263	1102.8781	1192.0539	1147.1727	995.9639
Fisuc_1899	34.7162	40.1160	48.2628	27.1597	22.0410	48.4006	64.0415	79.3170	77.3800	67.9279
Fisuc_1900	636.4645	516.3322	449.6056	586.1974	481.9640	503.0206	280.3127	286.8056	245.1270	232.8288
Fisuc_1901	39.8594	38.8220	35.5620	36.2130	35.2657	32.8433	44.0941	27.5885	27.0560	40.2883
Fisuc_1902	9.0005	10.3525	12.7007	13.5799	13.2246	10.3716	8.9238	8.0467	7.5757	11.7117
Fisuc_1903	32.1447	40.1160	30.4817	47.5295	51.4291	31.1147	47.2437	36.7847	43.2895	57.1531
Fisuc_1904	24.4300	12.9407	17.7810	27.1597	20.5716	24.2003	21.5221	18.9671	27.5971	31.3874
Fisuc_1906	348.4483	322.2224	361.9706	196.9080	252.7372	292.1322	814.6915	888.5802	900.4224	826.8468
Fisuc_1907	452.5970	364.9265	458.4961	715.2061	609.8020	506.4777	514.9564	510.9623	510.2754	448.3243
Fisuc_1908	54.0031	43.9982	49.5328	61.1094	64.6537	57.0436	68.7658	63.7984	70.8866	54.3423
Fisuc_1909	9.0005	18.1169	13.9708	27.1597	36.7351	24.2003	32.5457	20.6914	20.5625	30.9189
Fisuc_1910	19.2868	34.9398	26.6715	31.6863	47.0209	36.3005	26.7714	22.9904	24.3504	34.1982
Fisuc_1911	3.8574	2.5881	12.7007	11.3166	4.4082	6.9144	23.0969	16.0933	21.1036	11.2432
Fisuc_1912	84.8619	159.1701	63.5036	90.5324	76.4089	101.9870	197.8986	150.5873	150.4311	179.4234
Fisuc_1913	88.7193	63.4092	57.1533	101.8490	88.1641	86.4296	87.6633	89.6627	89.2847	93.6937
Fisuc_1914	100.2914	71.1736	115.5766	88.2691	130.7768	162.4877	134.3821	180.4749	185.0628	125.5495
Fisuc_1915	36.0020	72.4677	45.7226	43.0029	30.8575	31.1147	20.9972	25.8642	30.3027	24.3604
Fisuc_1916	117.0066	151.4057	146.0583	101.8490	77.8783	103.7156	74.5401	86.2141	73.5922	86.1982
Fisuc_1917	66.8609	55.6448	63.5036	61.1094	74.9395	63.9579	29.9210	47.7051	36.7961	53.4054
Fisuc_1918	92.5767	71.1736	71.1241	72.4259	74.9395	41.4862	55.6426	56.9013	62.2287	61.8378
Fisuc_1919	77.1472	49.1745	59.6934	76.9526	54.3679	65.6865	59.3171	63.7984	54.6530	52.9369
Fisuc_1920	101.5772	103.5253	74.9343	138.0619	107.2664	100.2584	82.4140	98.8589	88.2024	75.4234
Fisuc_1921	9.0005	16.8229	8.8905	9.0532	13.2246	15.5573	31.4958	23.5652	24.8915	25.7658
Fisuc_1922	90.0051	108.7015	111.7664	52.0561	47.0209	62.2293	124.4084	133.9193	109.3061	111.4955
Fisuc_1923	128.5787	151.4057	179.0802	203.6979	160.1649	197.0596	342.7793	370.1459	364.1732	235.6396
Fisuc_1924	64.2893	54.3508	68.5839	61.1094	69.0619	65.6865	67.1910	81.6160	66.0165	63.7117
Fisuc_1925	266.1579	227.7556	285.7663	196.9080	201.3081	157.3020	259.8404	267.8385	284.0876	235.1711
Fisuc_1926	64.2893	43.9982	57.1533	43.0029	41.1433	43.2148	58.2672	70.6956	66.5577	66.9910
Fisuc_1927	52.7173	54.3508	91.4452	45.2662	61.7149	55.3150	96.5871	128.7464	115.2584	102.5946
Fisuc_1928	34.7162	33.6457	34.2920	36.2130	27.9186	46.6720	33.5955	36.7847	38.4195	33.7297
Fisuc_1929	29.5731	24.5872	15.2409	15.8432	11.7552	8.6430	14.6980	10.9205	18.3981	13.1171
Fisuc_1930	38.5736	55.6448	36.8321	18.1065	16.1634	22.4717	57.7423	48.2799	43.2895	47.3153
Fisuc_1931	137.5792	103.5253	140.9780	239.9109	195.4305	207.4312	111.8101	158.0592	140.1499	156.9369
Fisuc_1932	555.4600	565.5067	443.2553	559.0377	555.4341	439.0626	318.1076	286.8056	308.9791	266.0901
Fisuc_1933	56.5746	50.4686	64.7737	36.2130	30.8575	34.5719	36.2202	31.0371	41.6662	32.3243
Fisuc_1935	34.7162	67.2914	26.6715	31.6863	29.3880	22.4717	47.2437	36.2099	41.1251	47.7838
Fisuc_1936	101.5772	129.4066	59.6934	54.3194	94.0418	81.2439	174.2768	168.4049	165.0414	171.9279
Fisuc_1937	70.7183	40.1160	80.0146	86.0058	55.8373	62.2293	58.7922	61.4994	57.8998	74.0180
Fisuc_1938	10.2863	3.8822	5.0803	9.0532	13.2246	6.9144	3.6745	5.7476	5.9523	7.9640
Fisuc_1939	82.2904	80.2321	67.3138	67.8993	88.1641	96.8012	64.0415	60.9246	71.9689	64.6486
Fisuc_1940	75.8614	81.5261	78.7445	61.1094	57.3067	48.4006	65.6163	64.3732	63.3109	56.2162
Fisuc_1941	54.0031	106.1134	53.3430	97.3223	77.8783	117.5443	619.9424	657.5263	609.8413	688.6486
Fisuc_1942	119.5782	175.9929	125.7372	97.3223	102.8582	82.9725	99.2118	131.6202	70.8866	97.9099
Fisuc_1943	11.5721	6.4703	13.9708	6.7899	5.8776	6.9144	7.8740	6.8971	4.8701	7.9640
Fisuc_1944	50.1457	46.5864	49.5328	31.6863	54.3679	60.5008	96.0622	82.1908	82.2501	71.6757
Fisuc_1945	230.1559	178.5811	181.6204	106.3756	124.8992	148.6590	390.0230	462.1077	437.2243	429.1171
Fisuc_1947	19.2868	32.3516	15.2409	22.6331	20.5716	36.3005	14.1731	26.4390	19.4803	13.5856
Fisuc_1948	433.3102	58.2330	313.7079	131.2720	85.2253	96.8012	3.6745	1.7243	5.9523	8.9009
Fisuc_1949	96.4340	90.5846	52.0730	81.4792	73.4701	60.5008	81.8891	80.4665	95.7781	77.7658
Fisuc_1951	36.0020	49.1745	33.0219	43.0029	47.0209	34.5719	34.6454	31.0371	32.4672	44.5045
Fisuc_1953	455.1686	379.1613	431.8246	382.4995	327.6767	328.4327	206.2975	226.4557	166.1236	177.0811
Fisuc_1954	82.2904	87.9965	73.6642	83.7425	48.4903	70.8723	57.2174	59.7751	62.7698	61.8378
Fisuc_1955	655.7513	687.1489	617.2552	626.9370	624.4960	596.3646	899.7301	896.6268	944.2530	882.1260
Fisuc_1956	25.7157	16.8229	22.8613	29.4230	23.5104	19.0145	57.2174	44.2566	55.1942	50.1261
Fisuc_1957	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.7244	8.6214	7.5757	7.9640
Fisuc_1958	25.7157	50.4686	31.7518	33.9497	38.2045	46.6720	44.0941	35.6352	36.2550	40.7568
Fisuc_1959	153.0086	178.5811	92.7153	90.5324	139.5932	138.2874	182.1507	200.0168	172.0759	151.3153
Fisuc_1961	126.0071	200.5802	160.0291	178.8015	239.5126	219.5313	635.6903	569.5879	724.0175	518.5945
Fisuc_1962	90.0051	106.1134	111.7664	63.3727	113.1440	134.8303	679.2595	690.8625	740.2511	747.2071
Fisuc_1963	104.1487	170.8167	172.7298	219.5411	158.6955	167.6735	543.8275	450.6125	515.6866	508.7567
Fisuc_1964	1.2858	1.2941	0.0000	4.5266	5.8776	3.4572	134.9070	112.6531	145.0199	111.0270
Fisuc_1965	293.1594	293.7529	279.4159	305.5469	311.5133	288.6750	175.8516	201.1663	197.5085	182.7027
Fisuc_1966	29.5731	24.5872	22.8613	31.6863	22.0410	19.0145	20.9972	14.3690	17.8569	21.5495
Fisuc_1967	12.8579	12.9407	12.7007	27.1597	22.0410	15.5573	16.2728	9.1962	15.6925	18.2703
Fisuc_1968	30.8589	19.4110	19.0511	27.1597	24.9798	31.1147	58.2672	56.9013	71.9689	45.4414
Fisuc_1970	15.4294	16.8229	19.0511	27.1597	11.7552	15.5573	29.3961	24.7147	25.9737	21.0811
Fisuc_1971	7.7147	10.3525	3.8102	2.2633	4.4082	3.4572	6.2992	5.1728	3.2467	4.2162
Fisuc_1972	9.0005	5.1763	12.7007	6.7899	10.2858	0.0000	6.8241	7.4719	8.1168	19.6757
Fisuc_1973	9.0005	14.2347	13.9708	13.5799	19.1022	20.7431	26.2465	28.7380	23.2681	27.6396
Fisuc_1974	101.5772	14.2347	93.9854	15.8432	8.8164	10.3716	3.1496	12.0700	6.4934	2.3423
Fisuc_1975	59.1462	43.9982	44.4525	49.7928	39.6739	32.8433	28.8712	24.7147	30.3027	19.6757
Fisuc_1976	5.1431	5.1763	5.0803	6.7899	2.9388	3.4572	8.9238	6.3224	9.1990	9.8378
Fisuc_1977	18.0010	58.2330	10.1606	22.6331	16.1634	13.8287	28.3462	39.0837	26.5148	36.5405
Fisuc_1978	60.4320	55.6448	36.8321	106.3756	70.5313	53.5864	80.8392	72.9946	81.1679	62.7748
Fisuc_1979	2677.0084	1656.4041	2980.8599	2457.9551	2473.0042	2222.9706	1156.4209	1219.6424	1367.9493	1166.4864
Fisuc_1980	136.2934	161.7582	130.8175	138.0619	144.0014	146.9304	97.1121	93.6860	91.4491	68.8649
Fisuc_1981	392.1650	357.1621	349.2699	674.4665	577.4751	532.4066	510.7570	388.5383	479.4316	511.5675
Fisuc_1982	24.4300	16.8229	20.3212	15.8432	39.6739	36.3005	24.1468	28.1633	27.5971	26.2342
Fisuc_1983	23.1442	3.8822	45.7226	70.1626	29.3880	53.5864	8.3989	13.2195	17.3158	12.1802
Fisuc_1984	18.0010	7.7644	7.6204	13.5799	2.2633	10.3716	8.3989	11.4952	11.9046	8.4324
Fisuc_1985	11.5721	21.9991	12.7007	43.0029	26.4492	17.2859	24.6717	22.4157	18.3981	25.7658
Fisuc_1986	91.2909	98.3490	88.9051	99.5857	101.3888	105.4442	107.0857	116.1017	87.6613	84.7928
Fisuc_1987	52.7173	71.1736	66.0438	58.8461	61.7149	60.5008	33.0706	46.5556	34.6316	38.4144
Fisuc_1989	6.4289	0.0000	7.6204	2.2633	1.4694	0.0000	13.6482	13.2195	10.2813	19.6757
Fisuc_1990	79.7188	49.1745	86.3649	86.0058	79.3477	84.7011	55.1177	43.6818	55.1942	49.1892
Fisuc_1991	82.2904	9.0585	67.3138	15.8432	20.5716	13.8287	2.6247	2.8738	3.7878	7.0270
Fisuc_1992	131.1503	45.2923	123.1970	38.4763	63.1843	74.3295	22.5720	22.4157	27.5971	17.8018
Fisuc_1993	48.8599	16.8229	71.1241	6.7899	7.3470	8.6430	10.4986	6.8971	7.0345	17.3333
Fisuc_1994	124.7213	42.7042	153.6788	18.1065	16.1634	12.1002	14.6980	11.4952	16.2336	29.0450
Fisuc_1995	56.5746	27.1754	66.0438	2.2633	2.9388	5.1858	5.7742	4.5981	9.7401	13.5856
Fisuc_1996	83.5762	62.1152	147.3284	20.3698	14.6940	10.3716	18.3726	17.2428	19.4803	36.5405
Fisuc_1997	37.2878	24.5872	33.0219	2.2633	4.4082	12.1002	6.2992	6.3224	6.4934	6.5586
Fisuc_1998	39.8594	19.4110	38.1022	9.0532	4.4082	5.1858	6.2992	6.3224	8.6579	7.0270
Fisuc_1999	111.8635	73.7617	121.9270	20.3698	22.0410	17.2859	14.1731	16.6681	18.3981	23.4234
Fisuc_2000	244.2995	143.6413	228.6130	106.3756	110.2052	96.8012	70.8656	74.1441	87.6613	94.1622
Fisuc_2001	122.1498	51.7626	129.5474	47.5295	61.7149	58.7722	30.4459	33.3361	35.7139	39.8198
Fisuc_2002	34.7162	3.8822	22.8613	15.8432	13.2246	19.0145	3.1496	4.0233	6.4934	17.3333
Fisuc_2004	11.5721	6.4703	13.9708	9.0532	10.2858	6.9144	6.8241	6.3224	11.9046	18.2703
Fisuc_2005	156.8660	9.0585	93.9854	47.5295	41.1433	38.0290	8.3989	5.1728	5.4112	10.7748
Fisuc_2006	10.2863	0.0000	16.5109	4.5266	7.3470	17.2859	6.2992	5.1728	7.5757	17.8018
Fisuc_2007	48.8599	40.1160	54.6131	45.2662	47.0209	43.2148	65.0913	67.8218	69.8044	87.1351
Fisuc_2008	48.8599	37.5279	52.0730	52.0561	44.0821	32.8433	43.5692	41.9575	53.5708	56.6847
Fisuc_2009	0.0000	2.5881	1.2701	4.5266	2.9388	6.9144	6.2992	8.6214	12.9869	16.8649
Fisuc_2010	20.5726	18.1169	26.6715	33.9497	52.8985	27.6575	44.0941	35.0604	50.3241	39.3513
Fisuc_2011	123.4355	58.2330	55.8832	124.4821	120.4910	57.0436	44.0941	59.7751	62.7698	61.8378
Fisuc_2012	366.4493	131.9947	328.9488	138.0619	136.6544	138.2874	65.0913	71.8451	70.3455	71.6757
Fisuc_2013	186.4391	306.6936	125.7372	196.9080	145.4708	162.4877	268.2393	224.1567	216.4477	209.8739
Fisuc_2014	9.0005	9.0585	2.5401	2.2633	2.9388	6.9144	19.9473	20.1166	11.3635	14.9910
Fisuc_2015	272.5868	289.8707	194.3211	160.6950	168.9813	157.3020	233.5939	192.5449	198.0496	182.2342
Fisuc_2016	173.5812	165.6404	179.0802	43.0029	45.5515	41.4862	23.6219	32.1866	20.5625	19.6757
Fisuc_2017	72.0041	126.8184	106.6861	212.7512	198.3693	267.9319	617.3178	581.6579	645.0141	524.6846
Fisuc_2018	154.2944	141.0532	139.7080	106.3756	133.7156	129.6445	61.9417	75.2937	72.5100	68.8649
Fisuc_2019	172.2955	159.1701	184.1605	110.9022	124.8992	114.0871	97.6370	93.6860	93.0725	107.2793
Fisuc_2020	186.4391	256.2250	125.7372	237.6476	164.5731	179.7737	142.7810	140.8164	117.4229	132.1081
Fisuc_2021	276.4442	297.6351	189.2408	113.1655	155.7567	209.1597	209.9720	202.3158	208.8720	210.3423
Fisuc_2022	1263.9286	838.5546	1287.8534	1376.0927	1426.7897	1363.8599	1198.9403	1129.9797	1317.6253	1317.3332
Fisuc_2023	151.7229	226.4615	116.8467	113.1655	154.2873	129.6445	120.2090	98.2841	102.2715	108.2162
Fisuc_2024	5.1431	9.0585	20.3212	9.0532	17.6328	10.3716	143.3059	113.2279	169.9114	95.0991
Fisuc_2025	93.8624	143.6413	135.8977	101.8490	154.2873	131.3731	237.2684	283.9318	291.1221	236.5765
Fisuc_2026	144.0081	239.4022	170.1897	210.4879	167.5119	191.8738	155.3793	112.0784	115.7995	163.4955
Fisuc_2027	29.5731	11.6466	29.2117	15.8432	16.1634	24.2003	12.5983	19.5419	14.6102	18.2703
Fisuc_2028	218.5838	168.2285	193.0510	113.1655	152.8178	148.6590	161.1535	184.4982	176.4049	227.2072
Fisuc_2029	39.8594	51.7626	45.7226	24.8964	35.2657	53.5864	58.7922	55.7518	56.2764	58.0901
Fisuc_2030	46.2883	34.9398	82.5547	20.3698	17.6328	24.2003	16.2728	21.8409	23.8092	19.6757
Fisuc_2031	410.1660	282.1063	528.3501	56.5828	88.1641	107.1728	90.2880	95.4103	96.3192	91.8198
Fisuc_2032	676.3239	1081.8389	645.1968	95.0590	91.1029	148.6590	137.5317	261.5162	165.5825	133.0450
Fisuc_2033	70.7183	37.5279	114.3065	158.4317	121.9604	119.2729	78.2146	77.5927	87.1202	73.5495
Fisuc_2034	313.7320	218.6971	435.6348	391.5527	348.2484	328.4327	240.4180	260.3666	242.4214	250.1621
Fisuc_2035	124.7213	128.1125	109.2262	76.9526	148.4096	131.3731	114.9597	124.1483	110.3883	86.6667
Fisuc_2036	25.7157	20.7051	38.1022	11.3166	16.1634	24.2003	20.9972	32.7614	22.1859	23.4234
Fisuc_2037	6.4289	2.5881	11.4307	11.3166	13.2246	12.1002	12.5983	14.9438	12.9869	34.1982
Fisuc_2038	243.0137	270.4597	232.4232	203.6979	198.3693	179.7737	167.9776	173.5778	153.6779	161.6216
Fisuc_2039	129.8645	126.8184	167.6496	108.6389	102.8582	138.2874	112.8600	110.9288	109.3061	148.9730
Fisuc_2040	66.8609	67.2914	95.2554	99.5857	121.9604	96.8012	134.3821	102.8822	128.7864	110.5585
Fisuc_2041	3390.6202	3547.0341	6345.2817	5440.9981	5458.8299	5814.9868	4679.2266	4061.8344	3938.8067	5271.6751
Fisuc_2042	380.5929	324.8105	462.3064	353.0764	352.6566	328.4327	736.4769	801.7913	911.2447	729.8738
Fisuc_2043	36.0020	37.5279	72.3941	63.3727	91.1029	79.5153	117.5843	112.6531	146.6433	131.1712
Fisuc_2044	75.8614	50.4686	121.9270	147.1152	138.1238	181.5023	163.2533	134.4940	157.4657	186.4504
Fisuc_2045	68.1467	46.5864	114.3065	126.7454	91.1029	124.4587	85.5636	89.6627	113.6350	113.8378
Fisuc_2046	42.4310	34.9398	83.8248	108.6389	108.7358	89.8868	132.8073	124.1483	162.3358	109.6216
Fisuc_2047	129.8645	119.0540	215.9123	339.4966	288.0029	255.8318	270.8639	232.2034	327.9182	261.4054
Fisuc_2048	129.8645	95.7609	194.3211	334.9699	308.5745	283.4892	358.5272	266.1142	390.1469	338.7027
Fisuc_2049	133.7218	80.2321	160.0291	176.5382	260.0842	197.0596	310.7586	274.1609	325.2126	274.9910
Fisuc_2050	20.5726	11.6466	24.1314	18.1065	22.0410	51.8578	16.7978	14.9438	16.7747	23.4234
Fisuc_2051	63.0036	77.6439	91.4452	235.3843	176.3283	155.5734	234.6437	186.2225	211.0365	253.4414
Fisuc_2052	126.0071	141.0532	256.5546	384.7628	358.5342	364.7331	456.1642	429.3463	485.3839	378.0540
Fisuc_2053	27.0015	11.6466	63.5036	47.5295	44.0821	39.7576	97.6370	69.5461	99.5659	72.1441
Fisuc_2054	118.2924	94.4668	219.7225	167.4850	183.6753	203.9740	198.9485	219.5586	243.5036	179.8919
Fisuc_2055	6.4289	1.2941	7.6204	9.0532	2.9388	12.1002	25.7216	21.2661	21.1036	22.4865
Fisuc_2056	51.4315	37.5279	50.8029	86.0058	77.8783	74.3295	54.5927	60.3499	70.3455	64.6486
Fisuc_2058	20.5726	15.5288	13.9708	4.5266	19.1022	12.1002	13.6482	16.6681	12.9869	16.8649
Fisuc_2059	54.0031	42.7042	67.3138	117.6921	80.8171	96.8012	66.1412	59.2004	44.3718	76.8288
