Feature ID,UK
yecO,1045
yecP,931
yecS,656
yedA,164
yedD,216
yedE,223
yedF,136
yedI,766
yedJ,753
yedO,739
yedP,1273
yeeA,2989
yeeF,1655
yeeI,11137
yeeN,4811
yeeO,1536
yeeX,8787
yeeY,2452
yeeZ,2251
yegB,735
yegD,26
yegE,1208
yegH,2059
yegN,211
yegO,434
yegQ,1229
yegS,1572
yegT,769
yegU,209
yegV,112
yegW,757
yehE,157
yehR,318
yehS,1240
yehT,1571
yehU,1544
yehV,4464
yehW,596
yehX,775
yehY,953
yehZ,3608
yeiA,2508
yeiB,388
yeiE,1294
yeiG,948
yeiH,730
yeiR,655
yeiU,849
yejA,2037
yejB,1313
yejE,669
yejF,1398
yejG,2157
yejH,505
yejK,1931
yejL,1535
yejM,3183
yfaE,188
yfaO,762
yfaV,714
yfaW,2604
yfaX,739
yfaZ,256
yfbB,300
yfbE,360
yfbG,990
yfbK,1050
yfbQ,2362
yfbS,925
yfbT,1283
yfbU,1511
yfcA,478
yfcB,695
yfcC,411
yfcE,1145
yfcF,704
yfcG,1243
yfcH,933
yfcL,201
yfcM,245
yfcN,852
yfcZ,2802
yfdC,4354
yfdH,337
yfdZ,3477
yfeA,1383
yfeC,8061
yfeD,8244
yfeH,423
yfeJ,336
yfeK,164
yfeN,349
yfeR,352
yfeZ,219
yffB,407
yffH,553
yfgA,1521
yfgB,2544
yfgD,294
yfgE,1316
yfgJ,106
yfgL,2101
yfgM,880
yfhA,1045
yfhB,1665
yfhC,415
yfhD,580
yfhG,795
yfhH,96
yfhJ,352
yfhK,1201
yfhL,269
yfhP,894
yfiA,130314
yfiC,450
yfiD,33133
yfiE,930
yfiF,530
yfiH,4702
yfiK,503
yfiM,393
yfiN,815
yfiO,2741
yfiP,675
yfiQ,14299
yfiR,585
yfjD,1268
yfjF,1122
yfjG,2889
ygaA,602
ygaC,3017
ygaD,248
ygaE,649
ygaF,131
ygaM,5612
ygaP,243
ygaU,30727
ygbA,98
ygbD,51
ygbE,278
ygbF,562
ygbI,353
ygbJ,94
ygbK,165
ygbL,136
ygbM,172
ygcB,2648
ygcF,8197
ygcH,241
ygcY,184
ygdB,60
ygdD,361
ygdE,1886
ygdH,6053
ygdI,29284
ygdK,139
ygdL,481
ygdP,5368
ygdQ,1330
ygdR,6726
ygeA,504
ygeD,372
ygfA,543
ygfB,1707
ygfE,8860
ygfX,1627
ygfY,2565
ygfZ,1484
yggA,159
yggB,2254
yggE,626
yggG,1465
yggJ,522
yggL,5413
yggM,1508
yggN,2960
yggR,127
yggS,853
yggT,800
yggU,305
yggV,418
yggW,678
yggX,897
yghA,3345
yghB,3060
yghJ,1269
yghU,875
yghW,505
ygiB,2687
ygiC,7717
ygiD,307
ygiE,596
ygiF,801
ygiH,562
ygiK,385
ygiM,4130
ygiN,698
ygiR,390
ygiW,1769
ygiX,148
ygiY,372
ygjO,675
ygjP,341
ygjQ,99
ygjR,2917
ygjT,1287
ygjU,2873
yhaH,1281
yhaJ,187
yhaK,191
yhaL,324
yhaN,1647
yhaO,8171
yhbC,7787
yhbG,1659
yhbH,5569
yhbJ,2482
yhbL,701
yhbN,3012
yhbO,1626
yhbP,412
yhbQ,610
yhbS,2175
yhbT,8894
yhbU,569
yhbV,415
yhbW,267
yhbY,4541
yhcB,2174
yhcC,179
yhcG,511
yhcH,1413
yhcK,1403
yhcM,546
yhcN,1582
yhcO,8273
yhcP,1119
yhcQ,477
yhcR,292
yhcS,730
yhdA,3155
yhdE,1363
yhdG,4024
yhdH,1792
yhdJ,786
yhdN,1321
yhdP,2684
yhdT,58
yhdU,654
yhdV,552
yheL,507
yheM,168
yheN,120
yheO,2211
yheR,108
yheS,903
yheT,1056
yheU,326
yheV,560
yhfA,2596
yhfC,159
yhfG,870
yhfK,1808
yhfL,38
yhgE,595
yhgF,698
yhgG,77
yhgH,871
yhgI,3387
yhhA,5688
yhhJ,930
yhhK,231
yhhL,571
yhhM,353
yhhN,596
yhhP,1283
yhhQ,837
yhhS,523
yhhT,1607
yhhV,109
yhhW,298
yhhX,1340
yhhY,280
yhiH,1619
yhiI,441
yhiN,573
yhiP,29577
yhiQ,331
yhiR,730
yhjB,106
yhjC,496
yhjD,1119
yhjE,409
yhjG,5277
yhjH,12688
yhjJ,3561
yhjK,755
yhjQ,353
yhjR,882
yhjV,946
yhjW,3019
yhjY,2034
yiaB,156
yiaC,1605
yiaD,88
yiaE,438
yiaF,2241
yiaG,11121
yiaH,832
yiaJ,730
yiaK,38
yiaL,24
yiaM,18
yiaN,36
yiaO,23
yibD,168
yibF,2478
yibK,158
yibL,716
yibN,6575
yibP,349
yibR,562
yicC,1682
yicE,411
yicH,704
yicI,306
yicJ,74
yicL,891
yicN,438
yidA,1857
yidC,4071
yidE,2434
yidF,1278
yidG,351
yidH,243
yidQ,2209
yidR,343
yidY,357
yidZ,570
yieE,633
yieF,442
yieG,478
yieH,422
yieM,679
yieN,2373
yieO,257
yieP,1323
yifA,2609
yifB,753
yifE,3326
yifK,1209
yifL,499
yifZ,810
yigA,554
yigB,254
yigC (NC_011294 3811645..3812263),296
yigC (NC_011294 4052436..4053915),3593
yigI,24
yigL,1049
yigM,169
yigN,1439
yigP,2208
yigQ,604
yigW,351
yigZ,862
yihD,4061
yihE,6319
yihG,1165
yihI,3640
yihO,506
yihP,351
yihQ,324
yihR,282
yihS,111
yihT,25
yihU,17
yihV,78
yihW,1706
yihX,3066
yihZ,773
yiiD,2014
yiiG,253
yiiL,490
yiiM,95
yiiQ,357
yiiR,185
yiiU,7047
yijC,1010
yijD,1149
yijF,740
yijO,816
yijP,2285
yjaB,3699
yjaG,4136
yjaH,353
yjbA,435
yjbB,951
yjbC,1689
yjbD,504
yjbE,5
yjbF,11
yjbG,15
yjbH,567
yjbJ,63820
yjbN,743
yjbQ,2833
yjbR,1714
yjcB,162
yjcC,572
yjcD,758
yjcE,551
yjcH,198
yjcO,381
yjdB,1993
yjdC,2167
yjdE,358
yjdL,289
yjeA,1204
yjeB,4884
yjeE,712
yjeF,726
yjeH,1785
yjeI,1898
yjeJ,1006
yjeK,661
yjeM,338
yjeO,272
yjeP,1297
yjeQ,2902
yjeS,2127
yjfC,291
yjfH,965
yjfI,27
yjfJ,25
yjfK,104
yjfL,119
yjfM,165
yjfN,13074
yjfO,8471
yjfP,249
yjfQ,573
yjfR,320
yjfY,633
yjgA,2287
yjgB,1106
yjgD,7041
yjgF,5348
yjgK,303
yjgM,325
yjgN,676
yjgP,1743
yjgQ,840
yjhP,2012
yjiA,713
yjiE,1887
yjiG,2652
yjiH,5772
yjiJ,527
yjiN,1355
yjiO,840
yjiS,298
yjiX,308
yjiY,197
yjjA,559
yjjG,885
yjjI,2185
yjjK,1579
yjjP,753
yjjQ,36
yjjU,1301
yjjV,153
yjjW,389
yjjX,197
yjjY,6353
ylaB,1531
ylaC,4493
ylbA,1280
ylbE,29
ylbF,4
yliA,645
yliB,1725
yliC,312
yliD,545
yliJ,739
ymbA,815
ymdA,663
ymdC,2400
ymdF,12910
ymfB,728
ymfC,987
ymgE,1992
ynaF,32452
ynaI,1644
ynaJ,5896
ynbE,225
yncA,338
yncB,4166
yncC,5332
yncD,2643
yncJ,84
yneA,52952
yneB,104259
yneC,21125
yneG,232
yneH,256
yneI,276
yneJ,315
ynfA,141
ynfB,7454
ynfC,1946
ynfD,1010
ynfI,535
ynfK,6043
ynfL,241
ynfM,1003
ynhA,2574
ynhG,3445
yniB,3900
yniC,627
yoaA,633
yoaB,1076
yoaE,1119
yoaG,126
yoaH,536
yobA,1364
yobF,65573
yobG,502
yodD,8596
yohC,631
yohD,134
yohF,530
yohG,89
yohI,616
yohJ,579
yohK,360
yohL,5625
yojI,414
yojN,4195
ypeC,798
ypfG,223
ypfI,820
yqaA,1225
yqaB,1167
yqaE,4797
yqcB,159
yqcC,60
yqeF,1032
yqfA,3545
yqfB,1906
yqgA,228
yqgB,172
yqgD,204
yqgE,1237
yqgF,304
yqhA,2298
yqhC,1282
yqhD,633
yqiA,1716
yqiB,2708
yqiC,1706
yqiK,1569
yqjA,2210
yqjB,1638
yqjC,25926
yqjE,5445
yqjF,293
yqjG,3026
yqjH,88
yqjI,494
yqjK,572
yraL,640
yraM,1018
yraN,140
yraO,1488
yraP,639
yraR,218
yrbA,864
yrbB,207
yrbC,1554
yrbD,1244
yrbE,272
yrbF,249
yrbG,458
yrbH,1186
yrbI,1581
yrbK,2873
yrbL,7000
yrdA,3255
yrdB,1065
yrdC,2378
yrdD,4447
yrfA,25
yrfB,11
yrfC,19
yrfD,14
yrfF,2089
yrfG,850
yrfH,270
ysaA,173
ytfB,1352
ytfE,211
ytfF,213
ytfG,22
ytfH,236
ytfJ,1738
ytfK,21209
ytfL,5452
ytfM,2425
ytfN,2799
ytfP,1613
ytgA,3
zipA,2953
zntA,281
zntB,932
zntR,2007
znuA,2435
znuB,736
znuC,1080
zraP,111
zur,997
zwf,3029
